team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
SACRAMENTO KINGS,240,39,86,4,26,15,19,7,26,26,8,2,16,25,97,LOSS
BROOKLYN NETS,240,41,81,12,34,22,31,13,35,22,9,3,18,18,116,WIN
MIAMI HEAT,240,39,79,14,38,24,28,9,35,33,10,3,19,17,116,WIN
CHICAGO BULLS,240,41,90,10,30,16,20,14,27,23,11,3,13,24,108,LOSS
CLEVELAND CAVALIERS,240,37,86,12,29,15,17,8,26,23,3,3,10,15,101,LOSS
DALLAS MAVERICKS,240,58,100,20,37,7,9,10,39,31,8,7,5,18,143,WIN
BOSTON CELTICS,240,33,81,7,27,19,23,5,35,21,12,6,11,19,92,LOSS
DENVER NUGGETS,240,39,88,7,28,11,13,11,37,24,7,5,17,17,96,WIN
ATLANTA HAWKS,240,38,88,10,37,17,17,10,24,26,12,2,19,18,103,LOSS
DETROIT PISTONS,240,49,82,17,34,13,20,12,30,30,13,10,18,17,128,WIN
HOUSTON ROCKETS,240,39,84,15,43,26,38,11,32,22,11,2,15,27,119,LOSS
LOS ANGELES CLIPPERS,240,45,87,13,33,19,24,10,37,27,9,4,19,32,122,WIN
LOS ANGELES LAKERS,240,45,88,17,31,23,29,11,34,32,7,6,15,20,130,WIN
OKLAHOMA CITY THUNDER,240,49,93,11,31,18,20,6,31,28,8,3,11,23,127,LOSS
SAN ANTONIO SPURS,240,43,85,6,18,12,16,3,29,21,6,3,11,15,104,LOSS
PHILADELPHIA 76ERS,240,46,89,10,26,13,19,13,38,32,8,4,15,21,115,WIN
GOLDEN STATE WARRIORS,240,43,94,12,28,11,12,6,31,28,11,3,8,18,109,LOSS
UTAH JAZZ,240,43,85,14,32,13,16,8,40,23,4,10,17,14,113,WIN
CHARLOTTE HORNETS,240,48,93,14,34,8,8,7,37,24,9,5,16,18,118,LOSS
WASHINGTON WIZARDS,240,48,91,14,34,15,20,6,35,34,10,3,11,13,125,WIN
