team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MIAMI HEAT,240,37,95,12,37,23,28,16,35,16,3,2,9,17,109,WIN
BROOKLYN NETS,240,40,91,14,42,12,16,9,39,24,3,5,12,21,106,LOSS
SAN ANTONIO SPURS,240,36,88,7,26,19,22,7,24,20,11,6,8,15,98,LOSS
DETROIT PISTONS,240,52,88,15,31,13,18,11,39,33,5,5,15,14,132,WIN
WASHINGTON WIZARDS,240,47,102,11,30,20,27,12,31,32,10,1,14,29,125,LOSS
LOS ANGELES CLIPPERS,240,52,94,14,32,32,40,10,42,22,8,5,16,25,150,WIN
DALLAS MAVERICKS,240,42,97,17,49,13,18,16,35,24,11,1,13,20,114,WIN
LOS ANGELES LAKERS,240,40,87,7,27,13,16,9,36,25,9,3,17,14,100,LOSS
MEMPHIS GRIZZLIES,240,41,100,16,40,17,21,12,38,27,8,3,11,26,115,WIN
MINNESOTA TIMBERWOLVES,240,33,85,11,36,30,35,10,43,22,7,6,16,21,107,LOSS
OKLAHOMA CITY THUNDER,240,38,81,11,33,20,26,5,42,19,5,3,11,14,107,WIN
NEW ORLEANS PELICANS,240,39,87,17,38,9,10,3,38,22,6,7,11,22,104,LOSS
BOSTON CELTICS,240,41,93,15,41,16,22,16,28,25,5,7,13,28,113,WIN
NEW YORK KNICKS,240,35,76,8,26,26,37,8,31,15,7,6,14,25,104,LOSS
GOLDEN STATE WARRIORS,240,36,91,6,23,18,23,15,31,21,6,5,10,17,96,LOSS
ORLANDO MAGIC,240,37,87,11,33,15,22,12,36,21,7,8,12,20,100,WIN
UTAH JAZZ,240,38,90,13,35,21,29,15,36,21,5,3,18,17,110,LOSS
TORONTO RAPTORS,240,47,90,19,36,17,21,7,36,36,14,8,14,24,130,WIN
