team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
GOLDEN STATE WARRIORS,240,34,83,1,12,16,17,9,44,20,7,9,11,18,85,WIN
ATLANTA HAWKS,240,31,92,4,18,16,26,18,32,17,5,7,9,14,82,LOSS
MILWAUKEE BUCKS,240,39,96,4,15,14,16,16,33,25,5,4,12,17,96,LOSS
BOSTON CELTICS,240,40,87,3,16,19,28,18,34,26,5,5,14,15,102,WIN
PORTLAND TRAIL BLAZERS,240,38,87,9,24,10,11,11,25,23,6,10,13,18,95,LOSS
DENVER NUGGETS,240,44,91,6,21,10,16,21,33,26,7,10,12,16,104,WIN
CHARLOTTE BOBCATS,240,36,82,3,9,19,29,11,26,24,7,4,11,23,94,LOSS
DETROIT PISTONS,240,42,84,1,10,24,32,18,37,17,3,8,13,25,109,WIN
MINNESOTA TIMBERWOLVES,240,35,89,5,19,10,18,12,32,22,7,1,13,17,85,LOSS
LOS ANGELES LAKERS,240,41,84,5,21,17,22,9,39,30,7,8,13,19,104,WIN
DALLAS MAVERICKS,240,35,79,4,23,11,14,8,26,16,8,5,18,16,85,LOSS
MEMPHIS GRIZZLIES,240,39,80,2,12,16,19,9,33,22,12,5,15,16,96,WIN
TORONTO RAPTORS,240,34,77,9,15,18,23,7,29,22,4,9,10,22,95,WIN
NEW ORLEANS HORNETS,240,30,80,3,16,21,27,14,35,22,3,4,10,22,84,LOSS
CLEVELAND CAVALIERS,240,38,82,9,20,18,27,15,28,21,2,4,17,31,103,LOSS
NEW YORK KNICKS,240,43,85,6,20,28,42,14,28,30,10,6,8,22,120,WIN
OKLAHOMA CITY THUNDER,240,30,78,6,19,26,34,19,37,12,6,4,17,9,92,WIN
PHILADELPHIA 76ERS,240,37,90,4,17,10,12,13,26,22,11,3,11,23,88,LOSS
CHICAGO BULLS,240,37,88,7,15,15,21,13,37,16,7,3,15,15,96,WIN
SAN ANTONIO SPURS,240,37,86,8,20,7,12,10,32,20,8,5,14,19,89,LOSS
HOUSTON ROCKETS,240,32,82,6,23,13,16,10,24,20,9,6,15,18,83,LOSS
UTAH JAZZ,240,42,87,4,12,16,16,13,37,27,7,6,18,16,104,WIN
ORLANDO MAGIC,240,34,75,15,36,19,27,16,32,20,7,8,16,20,102,WIN
WASHINGTON WIZARDS,240,37,90,6,16,15,19,12,24,15,10,5,10,22,95,LOSS
