team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
GOLDEN STATE WARRIORS,265,37,97,8,28,9,12,9,35,18,7,7,12,18,91,LOSS
CHICAGO BULLS,265,43,103,1,13,9,11,15,43,24,6,5,16,15,96,WIN
PORTLAND TRAIL BLAZERS,240,37,80,8,23,17,18,7,23,22,6,3,12,20,99,LOSS
CLEVELAND CAVALIERS,240,43,79,3,12,15,19,8,32,23,6,4,14,19,104,WIN
NEW JERSEY NETS,240,33,91,3,13,22,29,17,24,12,15,9,14,16,91,LOSS
INDIANA PACERS,240,42,90,6,13,17,19,17,38,22,10,7,18,20,107,WIN
MINNESOTA TIMBERWOLVES,240,38,88,4,10,12,16,13,35,19,6,3,17,15,92,LOSS
LOS ANGELES LAKERS,240,43,95,8,25,10,13,16,34,28,9,6,14,18,104,WIN
OKLAHOMA CITY THUNDER,240,39,84,4,19,20,24,14,33,21,7,10,13,21,102,WIN
MEMPHIS GRIZZLIES,240,38,92,4,18,14,24,21,30,15,4,7,12,20,94,LOSS
DALLAS MAVERICKS,240,39,80,10,25,18,23,7,35,30,5,4,9,26,106,WIN
MIAMI HEAT,240,33,82,2,12,25,32,12,34,14,4,6,10,18,93,LOSS
NEW YORK KNICKS,240,43,78,13,25,14,15,6,41,26,7,7,15,25,113,WIN
NEW ORLEANS HORNETS,240,34,85,6,27,22,25,11,30,23,4,2,11,16,96,LOSS
HOUSTON ROCKETS,240,33,74,8,21,22,33,7,33,16,6,5,12,28,96,WIN
PHILADELPHIA 76ERS,240,34,82,1,6,22,30,15,37,17,5,2,12,23,91,LOSS
ORLANDO MAGIC,240,32,76,13,38,26,38,15,36,18,8,3,21,22,103,LOSS
PHOENIX SUNS,240,41,86,10,28,14,24,12,30,27,10,1,12,29,106,WIN
CHARLOTTE BOBCATS,240,32,75,3,12,18,29,8,17,14,13,1,19,25,85,LOSS
SAN ANTONIO SPURS,240,39,66,10,17,16,24,8,32,28,9,4,28,24,104,WIN
ATLANTA HAWKS,240,43,83,9,18,16,19,13,24,25,10,4,12,19,111,WIN
TORONTO RAPTORS,240,36,74,2,10,15,23,10,23,17,5,4,17,17,89,LOSS
