team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
CHICAGO BULLS,240,41,82,13,33,18,27,7,36,26,11,9,17,30,113,WIN
ATLANTA HAWKS,240,30,74,6,30,27,35,6,35,18,7,3,24,26,93,LOSS
ORLANDO MAGIC,240,39,80,6,24,22,28,10,34,25,14,10,18,30,106,LOSS
DALLAS MAVERICKS,240,36,84,11,31,24,30,12,31,20,4,1,17,23,107,WIN
NEW YORK KNICKS,240,39,80,11,25,13,21,5,25,24,9,4,13,20,102,LOSS
DETROIT PISTONS,240,44,79,15,30,19,24,8,35,37,7,1,16,17,122,WIN
GOLDEN STATE WARRIORS,240,38,96,13,33,23,28,16,35,22,7,1,10,12,112,LOSS
HOUSTON ROCKETS,240,48,97,21,45,12,19,11,39,31,7,9,12,20,129,WIN
WASHINGTON WIZARDS,240,37,95,13,40,19,19,16,32,24,3,3,16,26,106,LOSS
INDIANA PACERS,240,44,94,12,30,21,26,13,35,35,8,3,13,25,121,WIN
MILWAUKEE BUCKS,240,42,98,18,49,27,34,14,40,18,7,11,15,28,129,WIN
LOS ANGELES CLIPPERS,240,41,98,13,31,29,36,14,40,21,4,3,19,28,124,LOSS
MINNESOTA TIMBERWOLVES,240,43,96,16,45,19,26,10,26,29,9,7,11,22,121,LOSS
MEMPHIS GRIZZLIES,240,50,88,12,23,25,30,8,41,34,4,3,17,22,137,WIN
SACRAMENTO KINGS,240,42,95,20,44,16,21,12,31,23,8,7,14,23,120,LOSS
TORONTO RAPTORS,240,43,78,14,29,24,29,2,35,28,10,4,14,20,124,WIN
PHILADELPHIA 76ERS,240,33,80,8,25,30,34,7,35,20,9,3,14,20,104,LOSS
UTAH JAZZ,240,41,89,8,22,16,24,14,36,21,9,4,13,21,106,WIN
