team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
INDIANA PACERS,240,41,78,9,25,17,21,5,28,19,7,7,8,23,108,WIN
CHARLOTTE BOBCATS,240,34,81,3,13,12,25,16,27,15,4,6,16,19,83,LOSS
LOS ANGELES LAKERS,240,45,91,11,21,16,28,14,25,22,16,3,10,24,117,WIN
CHICAGO BULLS,240,39,77,6,15,25,29,8,37,17,2,9,23,23,109,LOSS
ATLANTA HAWKS,240,33,77,9,21,21,29,13,27,21,8,4,15,22,96,LOSS
CLEVELAND CAVALIERS,240,38,78,6,15,20,25,7,35,21,8,2,13,25,102,WIN
BOSTON CELTICS,240,41,73,7,20,16,23,7,31,30,6,5,16,16,105,WIN
MEMPHIS GRIZZLIES,240,33,84,5,11,16,21,17,26,17,8,2,15,22,87,LOSS
PORTLAND TRAIL BLAZERS,240,34,79,11,24,17,21,11,32,23,6,5,15,20,96,WIN
MILWAUKEE BUCKS,240,30,76,5,14,19,25,9,31,15,10,3,16,18,84,LOSS
NEW YORK KNICKS,240,36,85,8,28,23,30,17,30,16,7,2,20,26,103,LOSS
ORLANDO MAGIC,240,38,78,13,34,21,31,9,29,25,9,7,14,23,110,WIN
WASHINGTON WIZARDS,240,38,95,2,15,18,23,18,31,14,5,3,11,17,96,LOSS
PHOENIX SUNS,240,51,92,11,20,15,20,11,38,32,4,10,8,16,128,WIN
