team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MIAMI HEAT,240,40,72,11,28,19,21,5,29,26,8,3,17,18,110,WIN
DETROIT PISTONS,240,36,85,7,20,16,22,16,27,17,10,2,17,21,95,LOSS
ORLANDO MAGIC,240,32,93,8,29,16,28,15,28,14,13,7,7,29,88,LOSS
HOUSTON ROCKETS,240,32,76,10,33,24,42,15,45,22,5,10,18,20,98,WIN
TORONTO RAPTORS,240,40,82,4,26,22,25,6,32,19,11,4,11,18,106,WIN
LOS ANGELES LAKERS,240,34,79,9,28,17,20,8,32,22,7,3,19,23,94,LOSS
BOSTON CELTICS,240,39,72,14,25,22,27,7,39,22,9,3,16,19,114,WIN
NEW YORK KNICKS,240,25,73,6,16,17,23,4,22,13,10,3,14,18,73,LOSS
INDIANA PACERS,240,34,85,7,21,19,21,9,20,13,9,4,13,18,94,LOSS
OKLAHOMA CITY THUNDER,240,47,77,5,13,19,20,10,36,27,6,8,18,24,118,WIN
