team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
WASHINGTON WIZARDS,240,40,77,5,16,14,27,13,36,23,7,5,13,15,99,WIN
BROOKLYN NETS,240,36,82,4,17,14,18,11,29,17,6,0,10,20,90,LOSS
ATLANTA HAWKS,240,40,84,11,26,16,21,9,31,31,10,7,9,19,107,WIN
CHICAGO BULLS,240,37,80,9,26,16,20,7,36,25,5,5,13,21,99,LOSS
INDIANA PACERS,265,30,84,2,21,9,13,7,49,18,5,10,19,23,71,LOSS
CHARLOTTE HORNETS,265,31,101,2,15,16,25,14,44,16,7,5,7,16,80,WIN
MINNESOTA TIMBERWOLVES,240,43,80,8,19,19,21,8,35,24,6,5,15,18,113,WIN
DENVER NUGGETS,240,38,92,10,31,19,22,13,26,21,10,4,10,20,105,LOSS
PHILADELPHIA 76ERS,240,38,82,7,28,6,7,10,32,24,10,5,22,16,89,LOSS
DETROIT PISTONS,240,38,88,15,35,16,19,18,29,27,16,5,16,16,107,WIN
GOLDEN STATE WARRIORS,240,50,91,9,22,22,33,12,37,32,11,11,14,21,131,WIN
HOUSTON ROCKETS,240,37,88,7,23,25,34,10,29,22,10,2,17,24,106,LOSS
PORTLAND TRAIL BLAZERS,240,36,93,13,36,13,15,15,25,20,7,5,7,22,98,LOSS
MEMPHIS GRIZZLIES,240,39,77,8,15,16,24,11,39,21,4,4,14,18,102,WIN
LOS ANGELES CLIPPERS,240,44,92,9,28,20,31,11,23,24,7,6,5,22,117,WIN
SACRAMENTO KINGS,240,41,89,5,18,21,26,22,32,18,3,2,17,25,108,LOSS
