team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
NEW YORK KNICKS,240,38,86,9,32,7,11,8,34,17,5,7,13,26,92,LOSS
CHARLOTTE HORNETS,240,34,88,8,32,21,27,16,35,22,5,4,13,14,97,WIN
NEW ORLEANS PELICANS,240,47,88,13,34,18,24,7,34,29,9,11,16,16,125,WIN
CLEVELAND CAVALIERS,240,42,97,11,34,16,18,14,32,25,7,2,11,20,111,LOSS
PHOENIX SUNS,240,51,86,12,28,19,21,8,31,34,10,4,11,25,133,WIN
DALLAS MAVERICKS,240,37,83,7,33,23,27,8,25,19,6,0,15,18,104,LOSS
DENVER NUGGETS,240,32,86,17,45,15,18,13,31,23,9,4,19,16,96,LOSS
MEMPHIS GRIZZLIES,240,46,82,6,18,6,14,6,35,32,12,11,16,18,104,WIN
BOSTON CELTICS,240,39,83,13,36,18,24,11,37,24,5,8,14,22,109,WIN
MIAMI HEAT,240,33,89,9,37,26,31,11,34,15,11,2,10,21,101,LOSS
WASHINGTON WIZARDS,240,44,94,14,32,29,34,11,24,28,6,6,10,27,131,LOSS
MILWAUKEE BUCKS,240,50,90,19,37,32,35,11,35,31,3,3,14,26,151,WIN
GOLDEN STATE WARRIORS,240,37,87,15,40,15,21,6,34,29,6,3,13,24,104,LOSS
PHILADELPHIA 76ERS,240,42,82,11,32,20,26,2,42,28,5,3,14,18,115,WIN
ATLANTA HAWKS,240,41,92,12,47,20,25,10,34,28,10,2,18,23,114,LOSS
TORONTO RAPTORS,240,48,97,13,43,21,27,10,42,26,10,6,12,26,130,WIN
