team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
HOUSTON ROCKETS,240,47,100,10,27,20,28,22,35,28,7,6,10,14,124,WIN
CLEVELAND CAVALIERS,240,47,91,13,22,12,15,7,30,27,5,7,10,25,119,LOSS
UTAH JAZZ,240,35,77,4,16,25,31,10,23,18,14,1,20,22,99,LOSS
DALLAS MAVERICKS,240,44,76,10,20,20,28,11,32,30,7,2,19,25,118,WIN
DETROIT PISTONS,240,40,82,7,14,14,21,15,28,21,6,5,16,19,101,LOSS
INDIANA PACERS,240,38,86,3,17,23,26,16,29,17,8,1,15,21,102,WIN
MEMPHIS GRIZZLIES,240,38,84,5,16,23,30,11,35,27,8,5,12,22,104,WIN
MINNESOTA TIMBERWOLVES,240,34,92,5,17,22,27,18,33,20,9,6,14,27,95,LOSS
LOS ANGELES CLIPPERS,240,33,70,7,15,14,21,5,27,23,3,3,21,16,87,LOSS
NEW ORLEANS HORNETS,240,40,78,3,11,15,21,6,30,26,7,2,13,23,98,WIN
MILWAUKEE BUCKS,240,36,82,11,23,25,32,13,27,18,8,3,15,25,108,LOSS
NEW YORK KNICKS,240,40,80,8,22,26,28,8,35,20,9,3,17,26,114,WIN
SACRAMENTO KINGS,240,42,80,6,12,21,27,10,32,30,11,5,19,20,111,WIN
ORLANDO MAGIC,240,40,89,8,28,17,20,11,25,21,9,4,17,22,105,LOSS
WASHINGTON WIZARDS,240,37,88,4,9,16,22,11,23,20,6,3,11,23,94,LOSS
PHILADELPHIA 76ERS,240,40,78,8,17,29,33,10,39,25,6,7,13,21,117,WIN
ATLANTA HAWKS,240,39,81,7,14,12,15,10,25,18,8,2,12,20,97,LOSS
PHOENIX SUNS,240,40,76,13,26,12,16,7,29,25,7,2,12,15,105,WIN
LOS ANGELES LAKERS,265,41,83,11,18,13,15,10,29,22,8,4,16,24,106,WIN
PORTLAND TRAIL BLAZERS,265,38,79,9,24,16,25,10,28,22,8,3,16,15,101,LOSS
OKLAHOMA CITY THUNDER,240,37,91,7,24,24,27,13,41,15,6,3,10,23,105,LOSS
SAN ANTONIO SPURS,240,37,83,13,21,22,28,4,33,24,5,5,8,18,109,WIN
CHICAGO BULLS,240,38,87,7,15,30,37,16,20,19,8,1,13,22,113,LOSS
TORONTO RAPTORS,240,43,74,0,5,32,34,4,27,29,7,8,15,26,118,WIN
