team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
WASHINGTON WIZARDS,240,41,87,8,21,16,22,12,35,24,10,7,11,19,106,WIN
BOSTON CELTICS,240,42,87,4,20,11,18,11,29,25,5,2,12,14,99,LOSS
UTAH JAZZ,240,32,83,10,21,14,18,12,32,19,9,3,7,18,88,WIN
CHARLOTTE BOBCATS,240,36,83,2,12,11,16,14,36,16,1,9,11,17,85,LOSS
CLEVELAND CAVALIERS,240,36,90,4,18,8,9,11,25,21,6,4,9,20,84,LOSS
CHICAGO BULLS,240,37,69,10,15,16,24,9,40,27,4,5,21,14,100,WIN
HOUSTON ROCKETS,240,44,79,9,23,17,23,5,40,33,4,4,14,19,114,WIN
DETROIT PISTONS,240,40,89,1,12,16,26,11,26,22,8,8,8,17,97,LOSS
LOS ANGELES LAKERS,240,26,80,4,20,27,33,12,38,11,8,5,24,18,83,LOSS
GOLDEN STATE WARRIORS,240,38,98,12,31,14,19,16,39,19,14,5,16,24,102,WIN
DENVER NUGGETS,240,31,88,6,30,23,29,15,35,16,12,3,18,26,91,LOSS
LOS ANGELES CLIPPERS,240,39,86,13,33,21,31,11,35,26,9,8,17,20,112,WIN
PHILADELPHIA 76ERS,240,38,93,10,23,20,22,17,27,25,6,1,17,22,106,LOSS
MILWAUKEE BUCKS,240,43,82,7,25,23,25,9,34,23,9,9,13,20,116,WIN
MEMPHIS GRIZZLIES,240,39,82,1,9,16,19,13,43,17,5,3,16,16,95,WIN
NEW YORK KNICKS,240,33,79,6,22,15,23,6,23,21,12,6,7,15,87,LOSS
SACRAMENTO KINGS,240,39,79,12,23,15,23,12,32,17,8,4,15,23,105,WIN
ORLANDO MAGIC,240,39,82,8,20,14,23,11,31,17,8,6,17,24,100,LOSS
DALLAS MAVERICKS,240,44,91,3,17,17,23,13,23,25,10,8,11,15,108,LOSS
PHOENIX SUNS,240,44,86,15,30,20,22,15,30,19,8,1,18,22,123,WIN
NEW ORLEANS PELICANS,240,44,94,6,17,13,19,16,32,22,5,3,11,21,107,LOSS
PORTLAND TRAIL BLAZERS,240,43,98,8,29,16,18,17,28,23,3,3,7,21,110,WIN
OKLAHOMA CITY THUNDER,240,43,88,12,27,15,18,10,38,22,6,9,12,23,113,WIN
SAN ANTONIO SPURS,240,35,82,9,19,21,26,7,30,25,7,4,11,18,100,LOSS
