team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
PHILADELPHIA 76ERS,240,37,88,11,41,20,25,12,37,22,12,11,21,29,105,WIN
ATLANTA HAWKS,240,36,84,9,27,22,32,8,37,23,12,3,21,25,103,LOSS
INDIANA PACERS,240,39,94,6,21,10,13,13,32,24,11,4,7,18,94,LOSS
DETROIT PISTONS,240,37,81,13,24,9,10,9,39,21,2,3,20,18,96,WIN
OKLAHOMA CITY THUNDER,240,41,94,13,35,17,24,16,36,22,7,3,13,27,112,LOSS
HOUSTON ROCKETS,240,39,90,10,44,28,33,9,31,21,6,6,14,24,116,WIN
CHARLOTTE HORNETS,240,36,83,14,39,10,14,9,29,24,5,3,21,23,96,LOSS
LOS ANGELES CLIPPERS,240,40,83,12,33,19,21,9,35,23,11,8,21,24,111,WIN
CLEVELAND CAVALIERS,240,45,100,12,39,10,12,10,38,19,2,3,11,22,112,LOSS
MILWAUKEE BUCKS,240,48,92,17,38,16,24,8,42,29,9,7,12,15,129,WIN
GOLDEN STATE WARRIORS,240,51,104,14,35,18,24,19,42,37,8,2,18,22,134,WIN
NEW ORLEANS PELICANS,240,48,103,15,47,12,22,11,30,36,13,7,15,20,123,LOSS
CHICAGO BULLS,240,36,85,9,35,17,21,8,30,19,6,5,9,22,98,LOSS
NEW YORK KNICKS,240,38,91,9,29,20,32,25,38,19,3,6,17,19,105,WIN
UTAH JAZZ,240,27,71,10,31,32,39,6,43,19,8,5,23,26,96,WIN
PHOENIX SUNS,240,33,80,13,34,16,23,3,37,23,7,3,16,31,95,LOSS
DENVER NUGGETS,240,36,98,10,36,19,21,19,35,19,8,5,10,18,101,WIN
SACRAMENTO KINGS,240,36,91,12,37,10,16,15,33,25,6,8,12,21,94,LOSS
PORTLAND TRAIL BLAZERS,240,39,100,10,33,22,27,9,40,19,4,8,10,27,110,LOSS
SAN ANTONIO SPURS,240,41,85,7,22,24,32,7,43,25,5,9,18,19,113,WIN
ORLANDO MAGIC,240,34,89,12,39,15,18,8,39,22,9,6,16,20,95,LOSS
TORONTO RAPTORS,240,33,85,10,39,28,30,6,46,19,9,2,16,20,104,WIN
