team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
GOLDEN STATE WARRIORS,240,36,90,5,21,11,13,10,31,13,6,6,14,21,88,LOSS
CHICAGO BULLS,240,39,86,5,8,27,32,17,37,19,7,7,12,16,110,WIN
MILWAUKEE BUCKS,240,28,75,4,18,13,14,8,33,19,7,3,18,23,73,LOSS
CLEVELAND CAVALIERS,240,31,74,9,17,20,29,9,32,20,14,2,12,20,91,WIN
SAN ANTONIO SPURS,240,39,85,7,19,17,22,13,25,16,4,2,6,22,102,LOSS
DALLAS MAVERICKS,240,37,69,9,19,24,27,6,29,25,3,9,9,19,107,WIN
MEMPHIS GRIZZLIES,240,46,82,7,13,19,23,9,25,30,10,5,12,23,118,WIN
LOS ANGELES CLIPPERS,240,35,73,6,20,19,33,10,25,23,5,9,18,18,95,LOSS
PHOENIX SUNS,240,48,86,14,28,19,29,8,22,23,5,2,15,24,129,LOSS
MIAMI HEAT,240,48,84,13,23,26,29,10,30,32,10,5,13,22,135,WIN
BOSTON CELTICS,240,41,67,8,13,25,30,8,31,26,8,1,19,25,115,WIN
NEW JERSEY NETS,240,38,77,13,30,22,24,6,20,25,7,1,14,26,111,LOSS
ATLANTA HAWKS,240,43,83,6,25,13,18,10,33,21,4,3,14,15,105,LOSS
NEW YORK KNICKS,240,40,86,9,22,20,25,11,27,14,12,2,8,20,109,WIN
WASHINGTON WIZARDS,240,30,75,3,9,20,25,10,20,14,5,2,10,15,83,LOSS
OKLAHOMA CITY THUNDER,240,37,74,3,12,11,17,11,30,23,7,5,14,20,88,WIN
INDIANA PACERS,240,43,83,7,16,12,16,14,29,16,10,7,15,26,105,LOSS
PORTLAND TRAIL BLAZERS,240,38,84,4,12,27,32,17,24,13,6,4,11,17,107,WIN
HOUSTON ROCKETS,240,31,73,8,22,24,32,8,23,14,8,6,16,18,94,LOSS
UTAH JAZZ,240,40,80,4,13,17,17,10,35,25,10,3,19,29,101,WIN
