team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
ORLANDO MAGIC,240,32,75,13,31,23,30,9,30,20,10,6,17,13,100,LOSS
BOSTON CELTICS,240,46,86,13,23,11,16,6,35,23,10,6,12,19,116,WIN
GOLDEN STATE WARRIORS,240,35,96,5,39,13,18,7,27,20,6,7,7,14,88,LOSS
BROOKLYN NETS,240,51,100,14,34,13,15,14,51,29,4,1,13,15,129,WIN
MEMPHIS GRIZZLIES,240,47,89,12,25,15,20,10,42,27,6,4,10,24,121,WIN
DALLAS MAVERICKS,240,34,94,17,43,22,24,12,30,19,5,6,9,18,107,LOSS
PHOENIX SUNS,240,42,77,12,26,12,15,7,30,29,4,5,15,21,108,LOSS
DETROIT PISTONS,240,46,95,12,28,12,16,14,28,31,9,2,6,15,116,WIN
MIAMI HEAT,240,40,93,16,42,15,21,10,36,29,7,2,8,16,111,LOSS
LOS ANGELES CLIPPERS,240,45,89,24,54,14,19,8,43,35,6,5,11,21,128,WIN
ATLANTA HAWKS,240,43,82,13,32,28,30,7,37,23,7,4,19,22,127,WIN
MINNESOTA TIMBERWOLVES,240,45,91,9,35,21,28,6,27,18,13,7,16,21,120,LOSS
CLEVELAND CAVALIERS,240,41,89,15,38,6,11,9,36,31,4,2,19,24,103,LOSS
OKLAHOMA CITY THUNDER,240,38,81,9,26,24,30,5,35,21,9,6,12,15,109,WIN
INDIANA PACERS,240,43,82,19,39,13,16,8,34,29,6,5,18,18,118,LOSS
TORONTO RAPTORS,240,43,86,12,32,21,24,7,30,27,12,0,10,17,119,WIN
DENVER NUGGETS,240,39,90,7,30,13,18,13,39,23,8,5,11,17,98,WIN
UTAH JAZZ,240,36,86,14,39,9,14,7,39,20,5,1,14,16,95,LOSS
