team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
DETROIT PISTONS,240,39,90,9,19,16,22,17,27,27,10,3,10,21,103,WIN
CLEVELAND CAVALIERS,240,37,72,8,19,12,19,7,31,27,6,7,17,17,94,LOSS
DENVER NUGGETS,240,44,83,10,24,16,22,12,30,28,11,3,18,9,114,LOSS
GOLDEN STATE WARRIORS,240,47,92,14,28,8,12,12,30,30,12,2,14,21,116,WIN
CHARLOTTE BOBCATS,240,38,82,6,17,21,27,12,28,14,9,4,13,23,103,LOSS
INDIANA PACERS,240,39,82,5,11,21,26,13,29,23,7,5,13,19,104,WIN
NEW ORLEANS HORNETS,265,40,85,9,17,12,16,11,29,25,8,1,15,18,101,LOSS
NEW JERSEY NETS,265,38,81,12,23,15,19,13,30,29,6,1,14,21,103,WIN
LOS ANGELES CLIPPERS,240,47,86,9,17,13,16,12,26,28,7,1,15,17,116,WIN
NEW YORK KNICKS,240,40,81,6,26,22,23,12,22,21,8,4,15,16,108,LOSS
ORLANDO MAGIC,240,35,76,10,26,19,26,6,34,25,8,4,14,16,99,WIN
PHILADELPHIA 76ERS,240,37,88,6,19,15,22,15,30,22,6,3,13,21,95,LOSS
DALLAS MAVERICKS,240,38,81,9,25,17,22,9,30,22,2,5,12,21,102,WIN
SACRAMENTO KINGS,240,39,83,3,13,19,23,12,36,19,7,1,10,23,100,LOSS
SAN ANTONIO SPURS,240,47,81,6,14,11,19,10,31,30,6,7,11,19,111,WIN
TORONTO RAPTORS,240,42,84,3,9,13,18,9,23,22,4,3,8,18,100,LOSS
CHICAGO BULLS,240,33,83,5,15,20,26,11,30,17,8,5,8,18,91,WIN
UTAH JAZZ,240,37,78,1,8,11,21,12,36,23,4,10,15,23,86,LOSS
MILWAUKEE BUCKS,240,38,88,4,14,5,12,12,27,20,6,4,12,15,85,LOSS
WASHINGTON WIZARDS,240,36,76,10,16,18,20,12,39,19,7,9,17,20,100,WIN
