team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
TORONTO RAPTORS,240,41,92,7,29,19,21,14,28,20,9,2,10,14,108,LOSS
BOSTON CELTICS,240,46,92,14,30,11,13,14,35,32,7,6,14,24,117,WIN
SAN ANTONIO SPURS,240,41,83,13,30,10,12,11,25,26,9,6,9,19,105,WIN
DALLAS MAVERICKS,240,37,86,15,42,12,16,13,29,22,6,3,13,14,101,LOSS
ORLANDO MAGIC,265,47,94,14,39,7,13,8,29,29,6,3,11,21,115,LOSS
DETROIT PISTONS,265,44,92,12,30,20,25,14,33,26,4,4,10,16,120,WIN
NEW ORLEANS PELICANS,240,47,98,19,37,27,33,7,42,36,6,5,10,23,140,LOSS
GOLDEN STATE WARRIORS,240,49,102,24,49,25,31,10,47,33,8,5,10,24,147,WIN
BROOKLYN NETS,265,56,108,16,36,17,22,16,41,29,4,3,13,25,145,WIN
HOUSTON ROCKETS,265,45,105,23,70,29,34,10,37,18,7,8,8,24,142,LOSS
UTAH JAZZ,240,44,86,11,33,30,37,8,40,27,9,7,13,15,129,WIN
LOS ANGELES CLIPPERS,240,45,98,10,22,9,14,11,30,24,8,1,12,24,109,LOSS
MILWAUKEE BUCKS,240,40,84,12,34,19,22,5,45,27,9,8,15,25,111,WIN
MEMPHIS GRIZZLIES,240,37,95,10,31,17,25,13,35,29,11,9,14,15,101,LOSS
CLEVELAND CAVALIERS,240,45,95,6,19,16,19,12,29,17,0,5,3,18,112,LOSS
PORTLAND TRAIL BLAZERS,240,47,89,16,29,19,23,7,34,28,1,6,4,17,129,WIN
