team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
BOSTON CELTICS,240,39,82,16,34,16,20,9,32,21,9,6,15,22,110,WIN
ATLANTA HAWKS,240,37,78,9,24,16,20,6,29,24,7,1,13,19,99,LOSS
LOS ANGELES CLIPPERS,240,33,83,8,29,13,19,7,37,18,5,6,14,22,87,LOSS
CHARLOTTE HORNETS,240,34,87,11,26,23,29,8,41,20,7,9,8,16,102,WIN
MILWAUKEE BUCKS,240,28,74,6,25,17,31,8,30,13,8,5,12,25,79,LOSS
DALLAS MAVERICKS,240,38,79,19,38,16,19,7,42,27,7,2,16,26,111,WIN
HOUSTON ROCKETS,240,35,78,18,43,17,21,9,36,21,8,9,16,24,105,WIN
MEMPHIS GRIZZLIES,240,31,86,7,27,14,19,15,33,18,6,7,12,18,83,LOSS
UTAH JAZZ,240,47,98,14,34,17,18,14,40,31,10,4,10,19,125,WIN
ORLANDO MAGIC,240,31,81,8,29,15,23,11,35,13,10,5,16,20,85,LOSS
GOLDEN STATE WARRIORS,240,50,91,7,23,17,20,11,37,25,5,6,12,18,124,WIN
PHILADELPHIA 76ERS,240,47,97,10,29,12,16,11,29,28,8,5,11,22,116,LOSS
SACRAMENTO KINGS,240,34,89,8,17,14,18,9,27,14,9,4,11,24,90,LOSS
PORTLAND TRAIL BLAZERS,240,38,70,10,21,16,21,5,39,19,6,8,17,22,102,WIN
