team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MEMPHIS GRIZZLIES,240,46,88,10,23,13,20,11,31,21,11,3,16,33,115,LOSS
BROOKLYN NETS,240,36,72,16,40,30,40,9,32,27,5,9,22,22,118,WIN
MILWAUKEE BUCKS,240,45,88,8,31,19,20,8,24,26,11,7,15,23,117,LOSS
CLEVELAND CAVALIERS,240,43,87,15,38,23,27,12,30,24,4,6,13,17,124,WIN
LOS ANGELES LAKERS,240,38,86,8,33,16,23,14,33,20,4,3,13,18,100,LOSS
INDIANA PACERS,240,43,87,6,21,18,19,9,35,24,9,8,6,16,110,WIN
DENVER NUGGETS,290,46,100,18,38,31,37,11,35,23,10,5,13,25,141,LOSS
MIAMI HEAT,290,56,102,20,36,17,27,7,39,36,5,11,11,26,149,WIN
CHICAGO BULLS,240,33,92,3,30,23,31,14,34,21,9,7,11,15,92,LOSS
NEW YORK KNICKS,240,43,96,11,35,13,17,15,46,28,6,7,16,24,110,WIN
CHARLOTTE HORNETS,240,32,84,6,22,24,30,6,33,16,8,4,9,12,94,LOSS
PHILADELPHIA 76ERS,240,42,93,18,44,6,8,17,43,30,5,6,15,22,108,WIN
DETROIT PISTONS,240,37,79,14,29,18,22,6,38,17,6,5,9,11,106,WIN
SACRAMENTO KINGS,240,40,88,6,23,4,9,8,31,23,7,3,13,21,90,LOSS
GOLDEN STATE WARRIORS,240,30,74,3,19,12,16,2,34,17,7,9,15,24,75,LOSS
SAN ANTONIO SPURS,240,33,82,8,23,15,21,11,37,21,6,5,14,20,89,WIN
