team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MILWAUKEE BUCKS,240,43,87,15,30,17,19,7,29,27,8,7,5,20,118,WIN
CHICAGO BULLS,240,36,87,12,26,21,23,17,34,21,3,2,14,21,105,LOSS
PHOENIX SUNS,240,38,87,7,28,12,20,7,29,24,9,4,17,23,95,LOSS
CLEVELAND CAVALIERS,240,47,95,8,29,18,24,15,39,23,9,4,14,14,120,WIN
ATLANTA HAWKS,240,37,84,11,32,9,20,5,39,24,5,5,11,14,94,LOSS
GOLDEN STATE WARRIORS,240,42,93,12,30,10,11,10,36,28,8,6,7,17,106,WIN
LOS ANGELES CLIPPERS,240,42,76,10,26,10,14,5,27,24,4,3,14,20,104,LOSS
INDIANA PACERS,240,43,93,11,31,12,14,14,28,25,6,2,9,16,109,WIN
MINNESOTA TIMBERWOLVES,240,35,75,10,26,28,32,6,39,23,6,6,14,15,108,WIN
NEW YORK KNICKS,240,40,92,12,28,12,17,10,32,25,9,0,10,27,104,LOSS
MIAMI HEAT,240,34,87,13,30,18,20,8,33,22,4,1,10,25,99,LOSS
OKLAHOMA CITY THUNDER,240,36,84,8,26,25,33,12,39,17,7,1,11,23,105,WIN
BOSTON CELTICS,240,35,77,11,18,24,26,9,36,22,5,4,13,18,105,WIN
PORTLAND TRAIL BLAZERS,240,40,91,8,33,12,15,11,32,16,8,5,8,20,100,LOSS
UTAH JAZZ,265,43,88,11,28,23,29,5,29,24,10,3,15,23,120,LOSS
SAN ANTONIO SPURS,265,47,92,7,17,23,27,11,38,21,9,7,13,25,124,WIN
BROOKLYN NETS,240,41,84,11,27,19,31,5,35,21,5,9,9,23,112,LOSS
TORONTO RAPTORS,240,41,86,14,28,20,29,5,38,26,5,7,10,24,116,WIN
DENVER NUGGETS,240,37,85,17,34,17,18,7,31,25,5,10,10,16,108,WIN
WASHINGTON WIZARDS,240,38,80,14,28,10,14,8,38,28,3,2,17,21,100,LOSS
