team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
PHILADELPHIA 76ERS,240,37,80,9,16,18,24,11,37,24,8,4,11,19,101,WIN
ATLANTA HAWKS,240,34,73,5,17,17,27,6,35,23,5,4,12,19,90,LOSS
CLEVELAND CAVALIERS,240,36,89,3,13,22,26,15,43,16,5,7,14,20,97,WIN
BOSTON CELTICS,240,36,89,6,22,13,22,10,32,23,7,7,11,24,91,LOSS
MIAMI HEAT,240,31,69,13,33,14,17,11,30,26,6,8,20,17,89,WIN
CHARLOTTE BOBCATS,240,28,88,3,16,20,22,23,23,13,11,4,13,11,79,LOSS
ORLANDO MAGIC,240,34,80,4,10,14,17,10,35,18,6,7,13,15,86,LOSS
CHICAGO BULLS,240,33,82,8,20,13,14,9,28,19,10,6,11,12,87,WIN
OKLAHOMA CITY THUNDER,240,37,78,4,12,19,23,15,38,18,4,4,12,21,97,WIN
INDIANA PACERS,240,27,72,2,21,19,24,9,22,13,6,3,11,19,75,LOSS
MEMPHIS GRIZZLIES,240,38,86,3,14,5,7,8,28,24,12,4,7,16,84,LOSS
LOS ANGELES LAKERS,240,34,74,5,20,13,18,8,35,22,5,2,18,17,86,WIN
TORONTO RAPTORS,240,40,85,4,15,11,16,11,29,18,6,6,13,26,95,WIN
MINNESOTA TIMBERWOLVES,240,30,67,3,15,30,40,7,33,23,9,3,13,17,93,LOSS
MILWAUKEE BUCKS,240,29,76,12,30,13,18,8,32,16,5,2,13,16,83,LOSS
NEW YORK KNICKS,240,41,89,12,36,7,8,12,38,17,6,2,9,18,101,WIN
GOLDEN STATE WARRIORS,240,44,86,9,16,14,16,12,18,26,15,1,14,21,111,WIN
PHOENIX SUNS,240,44,72,5,14,14,17,7,29,19,6,5,22,17,107,LOSS
HOUSTON ROCKETS,240,39,76,12,28,26,35,10,34,24,8,4,12,18,116,WIN
PORTLAND TRAIL BLAZERS,240,38,91,2,20,20,24,14,30,23,8,2,13,21,98,LOSS
DALLAS MAVERICKS,240,46,90,6,20,19,19,9,34,30,7,4,9,20,117,WIN
SACRAMENTO KINGS,240,39,87,6,26,24,31,12,33,20,5,1,12,16,108,LOSS
NEW ORLEANS HORNETS,240,32,77,2,12,17,20,13,27,13,7,5,16,20,83,LOSS
UTAH JAZZ,240,39,77,11,26,6,11,9,26,28,10,8,16,25,95,WIN
