team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
UTAH JAZZ,240,39,79,12,26,17,24,10,29,21,6,6,16,19,107,LOSS
BROOKLYN NETS,240,43,84,17,37,15,20,4,32,27,8,2,12,21,118,WIN
CHARLOTTE HORNETS,240,42,81,10,21,26,34,5,37,19,3,2,12,15,120,LOSS
CHICAGO BULLS,240,47,91,17,34,12,13,4,31,26,9,2,11,23,123,WIN
LOS ANGELES CLIPPERS,265,46,103,10,35,11,14,13,42,29,7,10,15,26,113,LOSS
CLEVELAND CAVALIERS,265,42,90,11,33,23,29,8,43,24,9,4,15,20,118,WIN
MINNESOTA TIMBERWOLVES,240,39,84,13,30,20,23,11,37,27,7,0,10,18,111,WIN
DALLAS MAVERICKS,240,32,86,8,38,15,17,11,30,18,3,3,11,20,87,LOSS
NEW ORLEANS PELICANS,240,48,91,12,33,6,10,8,21,32,2,0,13,19,114,LOSS
DENVER NUGGETS,240,56,89,18,35,16,21,13,35,37,5,4,14,15,146,WIN
DETROIT PISTONS,240,39,93,14,33,8,10,11,32,20,4,8,11,18,100,LOSS
INDIANA PACERS,240,39,89,15,28,14,21,13,38,22,4,5,10,13,107,WIN
PHOENIX SUNS,240,48,103,13,32,13,19,9,35,28,10,5,13,22,122,WIN
LOS ANGELES LAKERS,240,45,91,7,25,16,24,9,40,26,7,10,19,20,113,LOSS
PORTLAND TRAIL BLAZERS,240,30,81,7,25,15,16,11,33,13,8,1,17,20,82,LOSS
SACRAMENTO KINGS,240,36,85,4,14,10,15,12,31,20,11,5,13,22,86,WIN
OKLAHOMA CITY THUNDER,240,39,89,9,23,14,21,13,28,24,7,3,8,22,101,LOSS
SAN ANTONIO SPURS,240,34,77,14,35,22,28,12,32,23,6,7,13,18,104,WIN
NEW YORK KNICKS,240,30,91,9,23,15,17,14,29,17,7,4,9,12,84,LOSS
TORONTO RAPTORS,240,44,78,9,26,10,11,3,37,29,4,11,12,19,107,WIN
MIAMI HEAT,240,34,83,10,35,13,18,10,42,21,6,7,15,19,91,WIN
WASHINGTON WIZARDS,240,32,84,10,35,14,16,7,39,18,4,4,12,17,88,LOSS
