team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
DALLAS MAVERICKS,240,45,96,13,27,16,17,16,36,24,8,1,11,21,119,WIN
BOSTON CELTICS,240,38,89,12,34,13,19,9,29,22,6,2,12,21,101,LOSS
CLEVELAND CAVALIERS,240,33,87,4,15,21,30,13,33,16,8,5,7,23,91,WIN
CHARLOTTE HORNETS,240,32,87,6,28,17,26,15,35,20,5,6,14,24,87,LOSS
TORONTO RAPTORS,240,40,86,10,25,15,20,11,26,23,7,1,15,16,105,LOSS
GOLDEN STATE WARRIORS,240,49,92,12,28,16,20,14,31,35,8,8,9,18,126,WIN
MEMPHIS GRIZZLIES,240,41,84,6,14,21,31,13,33,27,7,4,12,15,109,WIN
LOS ANGELES LAKERS,240,43,81,6,19,14,19,5,33,24,10,8,13,28,106,LOSS
INDIANA PACERS,240,35,81,8,20,16,20,10,35,24,7,3,15,12,94,WIN
MILWAUKEE BUCKS,240,38,89,7,24,8,10,10,33,28,10,7,12,18,91,LOSS
HOUSTON ROCKETS,240,35,88,6,29,7,11,13,25,22,13,3,19,22,83,LOSS
NEW ORLEANS PELICANS,240,44,83,7,15,16,20,12,37,24,12,8,18,13,111,WIN
DETROIT PISTONS,240,38,76,13,33,8,14,9,40,24,10,3,16,16,97,WIN
NEW YORK KNICKS,240,32,91,10,24,7,14,17,30,18,13,4,11,15,81,LOSS
WASHINGTON WIZARDS,240,39,84,11,21,13,15,8,31,27,3,1,15,19,102,LOSS
OKLAHOMA CITY THUNDER,240,44,83,8,19,13,19,6,32,21,8,4,10,20,109,WIN
BROOKLYN NETS,240,41,72,7,20,11,18,4,41,26,7,5,22,16,100,WIN
ORLANDO MAGIC,240,37,88,11,22,13,20,8,29,22,13,3,11,18,98,LOSS
PHILADELPHIA 76ERS,240,37,87,7,26,15,25,16,25,20,12,7,16,15,96,LOSS
PHOENIX SUNS,240,42,84,14,32,14,16,13,35,24,9,12,19,24,112,WIN
ATLANTA HAWKS,240,33,81,6,23,26,30,11,36,24,9,3,10,17,98,WIN
UTAH JAZZ,240,32,86,10,31,18,24,17,30,18,6,9,14,18,92,LOSS
