team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
LOS ANGELES CLIPPERS,240,35,80,10,22,26,36,8,32,20,9,4,15,17,106,LOSS
CHICAGO BULLS,240,40,85,14,31,15,18,12,38,21,12,9,17,25,109,WIN
MIAMI HEAT,265,39,91,16,40,28,34,5,44,27,8,3,8,18,122,WIN
DALLAS MAVERICKS,265,45,101,17,44,11,17,8,40,30,4,3,11,27,118,LOSS
OKLAHOMA CITY THUNDER,240,38,81,6,23,20,23,7,30,22,7,3,15,23,102,LOSS
DENVER NUGGETS,240,43,85,7,27,17,23,10,34,30,6,3,15,23,110,WIN
DETROIT PISTONS,240,41,92,12,37,21,25,11,44,27,6,6,14,15,115,WIN
HOUSTON ROCKETS,240,41,102,13,45,12,18,11,35,18,9,8,11,19,107,LOSS
WASHINGTON WIZARDS,240,36,85,14,38,25,32,11,23,22,12,4,18,22,111,LOSS
MEMPHIS GRIZZLIES,240,48,84,11,27,21,24,9,37,32,11,7,23,24,128,WIN
CLEVELAND CAVALIERS,240,41,90,15,35,11,15,12,33,27,10,3,18,19,108,LOSS
MILWAUKEE BUCKS,240,46,85,14,37,19,26,8,33,26,12,6,12,17,125,WIN
SAN ANTONIO SPURS,265,44,106,8,30,25,34,10,52,23,6,9,11,22,121,WIN
PHOENIX SUNS,265,45,103,10,40,19,26,6,53,29,5,5,10,24,119,LOSS
BROOKLYN NETS,240,39,101,12,46,12,17,13,46,24,4,7,20,20,102,LOSS
TORONTO RAPTORS,240,38,98,14,40,20,25,10,41,21,10,10,11,23,110,WIN
