team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
CLEVELAND CAVALIERS,240,39,92,13,34,13,15,12,40,26,5,3,8,13,104,WIN
CHICAGO BULLS,240,39,88,9,26,14,17,8,39,22,5,8,10,17,101,LOSS
TORONTO RAPTORS,240,37,83,17,34,32,38,8,36,24,6,5,7,27,123,WIN
DALLAS MAVERICKS,240,43,88,11,36,23,34,7,36,25,5,2,11,29,120,LOSS
ORLANDO MAGIC,240,39,97,10,35,10,17,18,38,23,10,4,13,18,98,LOSS
HOUSTON ROCKETS,240,38,80,12,36,15,21,3,36,20,8,7,13,19,103,WIN
SACRAMENTO KINGS,240,37,93,8,36,26,30,15,29,18,12,6,12,26,108,LOSS
LOS ANGELES CLIPPERS,240,42,88,11,29,27,29,14,38,35,6,1,18,28,122,WIN
PHOENIX SUNS,240,34,85,7,26,27,32,15,25,19,8,9,16,20,102,LOSS
LOS ANGELES LAKERS,240,47,89,10,23,12,18,14,27,28,8,10,16,30,116,WIN
UTAH JAZZ,240,46,86,15,39,18,25,6,30,30,8,5,9,17,125,WIN
MINNESOTA TIMBERWOLVES,240,37,77,17,36,20,23,5,30,22,7,4,16,22,111,LOSS
MIAMI HEAT,240,39,84,12,33,16,18,8,39,26,6,5,15,24,106,WIN
NEW YORK KNICKS,240,36,84,7,26,18,24,7,31,22,13,3,11,20,97,LOSS
MILWAUKEE BUCKS,240,39,91,15,37,19,28,9,40,22,6,5,14,22,112,LOSS
OKLAHOMA CITY THUNDER,240,44,94,16,32,14,25,11,41,29,5,10,11,21,118,WIN
WASHINGTON WIZARDS,240,40,89,18,46,21,29,8,24,32,11,0,9,18,119,LOSS
SAN ANTONIO SPURS,240,49,86,16,34,18,21,7,42,31,6,4,15,20,132,WIN
