team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
NEW YORK KNICKS,240,37,92,9,29,11,15,13,47,16,6,2,13,27,94,WIN
BROOKLYN NETS,240,21,78,13,50,27,36,9,41,17,3,3,13,19,82,LOSS
SAN ANTONIO SPURS,240,40,83,8,29,10,15,5,40,18,9,7,13,16,98,LOSS
DALLAS MAVERICKS,240,38,90,16,40,10,15,13,39,22,7,3,14,11,102,WIN
WASHINGTON WIZARDS,240,38,92,7,24,19,27,18,26,18,7,5,12,25,102,LOSS
DETROIT PISTONS,240,46,86,19,48,21,26,11,37,32,5,5,14,23,132,WIN
MEMPHIS GRIZZLIES,240,46,84,10,25,8,11,8,42,26,6,8,15,14,110,WIN
OKLAHOMA CITY THUNDER,240,38,92,10,35,11,13,7,27,23,11,4,9,14,97,LOSS
MINNESOTA TIMBERWOLVES,290,36,104,10,46,23,29,14,51,23,7,5,13,20,105,WIN
SACRAMENTO KINGS,290,37,107,9,39,21,25,16,51,20,8,8,12,23,104,LOSS
PORTLAND TRAIL BLAZERS,240,43,89,15,34,14,19,11,32,14,4,1,12,21,115,LOSS
UTAH JAZZ,240,46,81,14,36,15,22,7,34,22,3,1,10,18,121,WIN
