team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
INDIANA PACERS,240,27,85,4,17,17,28,16,31,14,8,7,18,15,75,LOSS
BOSTON CELTICS,240,40,89,4,9,10,18,12,37,22,9,8,14,28,94,WIN
CLEVELAND CAVALIERS,240,39,78,7,16,21,29,6,34,23,9,10,13,22,106,WIN
CHARLOTTE BOBCATS,240,37,82,8,17,22,28,8,35,25,5,3,14,24,104,LOSS
ATLANTA HAWKS,240,31,75,10,29,12,20,6,32,26,7,4,17,20,84,LOSS
DETROIT PISTONS,240,35,85,3,15,12,21,17,39,18,8,9,13,17,85,WIN
LOS ANGELES LAKERS,240,35,76,6,25,26,36,10,26,19,9,6,12,22,102,LOSS
LOS ANGELES CLIPPERS,240,41,82,6,14,19,25,15,32,27,8,7,15,31,107,WIN
PORTLAND TRAIL BLAZERS,240,33,81,10,27,10,15,13,28,22,9,7,15,14,86,WIN
MEMPHIS GRIZZLIES,240,32,81,2,5,18,18,16,29,13,10,9,14,18,84,LOSS
CHICAGO BULLS,240,36,80,5,14,19,24,19,29,22,7,2,15,20,96,WIN
MIAMI HEAT,240,30,65,5,20,24,31,4,24,17,8,2,12,22,89,LOSS
HOUSTON ROCKETS,240,45,83,13,33,12,19,8,27,30,13,3,19,20,115,WIN
MILWAUKEE BUCKS,240,39,87,6,14,17,23,17,32,23,10,7,25,21,101,LOSS
PHILADELPHIA 76ERS,240,34,84,11,24,6,8,12,28,21,8,4,20,19,85,LOSS
OKLAHOMA CITY THUNDER,240,39,75,10,17,21,27,10,37,18,13,3,18,12,109,WIN
UTAH JAZZ,240,40,89,1,9,6,9,9,29,27,11,3,10,16,87,WIN
PHOENIX SUNS,240,34,75,4,15,8,11,7,33,23,5,10,20,18,80,LOSS
SACRAMENTO KINGS,240,40,76,4,12,21,30,11,32,23,9,5,17,24,105,WIN
TORONTO RAPTORS,240,30,79,11,33,25,37,14,25,18,8,5,15,27,96,LOSS
BROOKLYN NETS,290,41,89,8,24,25,36,12,42,22,8,7,20,28,115,WIN
WASHINGTON WIZARDS,290,43,91,9,18,18,31,7,34,27,13,4,16,26,113,LOSS
