team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
NEW ORLEANS HORNETS,240,33,79,9,19,10,14,3,31,16,8,8,12,15,85,LOSS
CHICAGO BULLS,240,42,91,4,9,8,11,10,41,28,5,8,15,13,96,WIN
MEMPHIS GRIZZLIES,240,39,88,2,8,21,29,20,29,12,5,1,11,20,101,LOSS
DALLAS MAVERICKS,240,43,82,6,17,14,20,10,30,25,7,8,9,24,106,WIN
PHOENIX SUNS,240,47,88,14,31,19,27,11,25,20,10,3,19,27,127,LOSS
GOLDEN STATE WARRIORS,240,48,84,4,11,32,37,11,29,26,12,2,20,21,132,WIN
ATLANTA HAWKS,240,40,79,6,18,24,31,3,34,19,12,11,10,14,110,WIN
INDIANA PACERS,240,40,90,6,14,12,16,14,33,18,4,6,15,20,98,LOSS
SAN ANTONIO SPURS,240,46,77,5,13,15,20,9,33,31,7,4,16,23,112,WIN
MILWAUKEE BUCKS,240,35,82,9,17,18,25,12,18,21,4,2,12,14,97,LOSS
WASHINGTON WIZARDS,240,32,81,5,19,20,24,7,38,12,5,2,16,29,89,LOSS
MINNESOTA TIMBERWOLVES,240,34,91,5,11,28,39,19,37,23,5,6,11,18,101,WIN
HOUSTON ROCKETS,240,34,82,8,19,22,32,16,35,25,4,2,10,17,98,WIN
NEW JERSEY NETS,240,38,81,4,16,13,17,6,33,22,6,6,8,22,93,LOSS
CHARLOTTE BOBCATS,240,35,81,5,17,16,24,10,26,23,6,3,12,18,91,LOSS
OKLAHOMA CITY THUNDER,240,39,83,5,13,15,21,12,36,17,7,4,12,18,98,WIN
LOS ANGELES LAKERS,290,43,98,8,19,18,25,15,40,20,10,11,18,23,112,WIN
SACRAMENTO KINGS,290,42,105,6,25,13,20,19,29,21,12,3,16,28,103,LOSS
PHILADELPHIA 76ERS,240,27,80,6,18,16,23,11,28,11,10,2,14,24,76,LOSS
UTAH JAZZ,240,36,69,6,11,19,30,6,43,24,9,9,19,20,97,WIN
