team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
SAN ANTONIO SPURS,240,43,90,7,23,13,14,13,39,28,9,7,8,19,106,WIN
LOS ANGELES CLIPPERS,240,28,76,4,12,18,24,9,28,16,5,7,11,13,78,LOSS
CLEVELAND CAVALIERS,240,37,76,11,17,22,25,10,28,24,13,5,20,25,107,WIN
MIAMI HEAT,240,39,84,5,18,17,22,15,28,20,11,4,21,20,100,LOSS
DALLAS MAVERICKS,240,34,80,7,24,12,14,9,25,17,11,2,12,15,87,LOSS
OKLAHOMA CITY THUNDER,240,38,77,5,13,15,17,11,30,23,7,6,18,18,96,WIN
NEW ORLEANS HORNETS,240,35,80,10,16,18,22,17,33,22,6,3,12,14,98,WIN
PHILADELPHIA 76ERS,240,36,80,4,16,15,18,12,27,20,2,2,10,20,91,LOSS
ATLANTA HAWKS,240,37,71,6,15,18,25,6,29,23,8,7,11,16,98,WIN
WASHINGTON WIZARDS,240,37,81,2,7,13,16,12,28,23,5,6,12,17,89,LOSS
