team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
TORONTO RAPTORS,240,37,92,4,25,21,27,16,30,19,17,5,11,28,99,LOSS
ATLANTA HAWKS,240,39,75,8,22,19,29,8,37,24,8,6,21,20,105,WIN
HOUSTON ROCKETS,240,37,89,15,47,26,32,11,43,26,11,4,17,15,115,WIN
CHICAGO BULLS,240,38,98,9,39,9,12,11,38,24,9,4,18,21,94,LOSS
ORLANDO MAGIC,240,31,76,5,27,14,22,8,23,19,4,2,10,24,81,LOSS
CHARLOTTE HORNETS,240,47,79,10,21,17,20,6,37,34,6,5,7,17,121,WIN
BROOKLYN NETS,240,34,78,9,31,19,23,4,31,23,9,2,12,28,96,LOSS
DALLAS MAVERICKS,240,33,78,14,33,25,28,7,40,16,5,0,15,18,105,WIN
BOSTON CELTICS,240,34,81,12,33,19,23,9,25,19,11,2,18,23,99,LOSS
DENVER NUGGETS,240,45,85,12,31,17,22,11,39,24,11,4,18,18,119,WIN
INDIANA PACERS,240,33,75,2,18,17,22,8,28,15,14,3,18,24,85,LOSS
MILWAUKEE BUCKS,240,33,64,7,17,26,30,5,29,17,13,6,20,21,99,WIN
GOLDEN STATE WARRIORS,240,41,88,7,24,13,17,12,31,25,9,5,12,21,102,LOSS
MINNESOTA TIMBERWOLVES,240,39,88,4,14,21,27,14,32,21,6,3,11,18,103,WIN
WASHINGTON WIZARDS,265,52,104,9,26,17,19,12,40,29,7,5,9,22,130,WIN
SACRAMENTO KINGS,265,44,92,12,23,22,28,8,32,27,5,1,10,21,122,LOSS
