team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
HOUSTON ROCKETS,240,39,82,15,35,12,17,10,26,26,20,3,23,15,105,LOSS
BROOKLYN NETS,240,45,81,7,18,13,16,12,30,27,14,7,24,17,110,WIN
PORTLAND TRAIL BLAZERS,240,40,79,11,26,9,16,10,26,21,3,2,18,25,100,LOSS
CLEVELAND CAVALIERS,240,40,79,9,21,16,20,6,24,18,10,4,8,18,105,WIN
ORLANDO MAGIC,240,38,88,1,16,8,10,10,44,14,9,8,20,19,85,WIN
DENVER NUGGETS,240,28,84,7,24,11,20,10,37,19,11,7,17,16,74,LOSS
GOLDEN STATE WARRIORS,240,52,95,16,35,11,15,10,36,29,10,6,15,19,131,WIN
INDIANA PACERS,240,44,100,14,33,21,26,16,28,23,8,3,16,18,123,LOSS
OKLAHOMA CITY THUNDER,240,47,84,13,26,18,23,10,36,31,11,3,12,17,125,WIN
MEMPHIS GRIZZLIES,240,33,81,3,14,19,22,11,22,14,6,4,15,17,88,LOSS
UTAH JAZZ,240,38,92,15,36,15,22,19,25,23,7,0,12,22,106,LOSS
SACRAMENTO KINGS,240,43,77,10,28,18,24,9,31,29,6,2,15,18,114,WIN
