team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
BOSTON CELTICS,290,42,93,7,19,20,20,10,38,28,8,1,21,30,111,LOSS
ATLANTA HAWKS,290,42,94,12,36,27,36,12,37,31,10,6,12,21,123,WIN
GOLDEN STATE WARRIORS,240,27,78,4,19,29,33,10,27,12,6,5,11,19,87,LOSS
CHICAGO BULLS,240,41,88,9,20,12,18,16,40,22,4,8,15,26,103,WIN
MILWAUKEE BUCKS,240,43,92,14,28,8,13,11,30,34,6,6,17,20,108,LOSS
CLEVELAND CAVALIERS,240,45,86,6,15,17,22,8,36,27,10,5,16,17,113,WIN
SAN ANTONIO SPURS,240,43,89,9,23,18,24,8,38,29,11,1,15,17,113,WIN
DALLAS MAVERICKS,240,42,91,6,18,17,18,10,37,20,8,7,14,19,107,LOSS
UTAH JAZZ,240,34,81,3,14,13,16,9,21,16,14,4,10,14,84,LOSS
LOS ANGELES LAKERS,240,43,80,9,21,7,13,12,33,26,7,3,18,14,102,WIN
BROOKLYN NETS,240,29,71,3,17,16,25,9,28,16,6,8,14,11,77,LOSS
MEMPHIS GRIZZLIES,240,47,90,4,9,3,8,15,30,25,6,3,12,21,101,WIN
DETROIT PISTONS,240,34,72,4,12,16,23,12,23,11,9,2,18,18,88,LOSS
MIAMI HEAT,240,43,77,5,17,19,23,9,27,24,12,4,12,17,110,WIN
HOUSTON ROCKETS,240,34,71,11,21,21,26,13,31,23,8,7,21,24,100,WIN
NEW ORLEANS HORNETS,240,31,80,3,20,17,20,12,22,20,8,7,15,26,82,LOSS
OKLAHOMA CITY THUNDER,240,37,76,6,23,25,30,8,39,27,10,6,20,20,105,WIN
SACRAMENTO KINGS,240,36,86,8,15,15,21,8,31,15,11,3,18,27,95,LOSS
MINNESOTA TIMBERWOLVES,240,39,88,3,14,20,33,22,26,27,8,2,16,20,101,LOSS
WASHINGTON WIZARDS,240,48,83,8,17,10,17,6,29,29,8,8,16,27,114,WIN
