team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
LOS ANGELES LAKERS,240,41,91,5,24,21,28,10,38,23,6,3,9,23,108,WIN
CHICAGO BULLS,240,35,93,17,36,16,24,16,37,21,3,7,13,25,103,LOSS
ATLANTA HAWKS,240,37,79,15,30,21,25,6,33,23,6,5,20,26,110,LOSS
CHARLOTTE HORNETS,240,40,88,13,34,28,32,11,32,25,13,8,11,25,121,WIN
INDIANA PACERS,240,43,91,13,31,9,11,8,29,27,13,1,16,15,108,LOSS
CLEVELAND CAVALIERS,240,46,82,13,37,10,13,8,36,27,13,4,20,11,115,WIN
PORTLAND TRAIL BLAZERS,240,39,79,10,30,19,23,10,44,20,4,6,14,17,107,WIN
DALLAS MAVERICKS,240,35,89,10,30,13,17,8,29,17,9,3,5,19,93,LOSS
LOS ANGELES CLIPPERS,240,39,80,10,27,21,29,3,33,23,15,6,10,20,109,WIN
MEMPHIS GRIZZLIES,240,39,81,8,27,14,18,8,35,31,1,9,19,24,100,LOSS
BROOKLYN NETS,240,33,89,8,34,17,20,11,34,18,5,2,14,19,91,LOSS
MILWAUKEE BUCKS,240,43,83,12,23,18,20,3,41,28,9,6,9,17,116,WIN
HOUSTON ROCKETS,240,36,78,12,36,29,35,2,33,22,10,2,12,23,113,LOSS
NEW ORLEANS PELICANS,240,44,82,11,27,16,21,6,36,36,8,5,15,26,115,WIN
NEW YORK KNICKS,240,41,85,9,25,16,22,10,39,25,7,10,16,20,107,WIN
PHOENIX SUNS,240,33,94,11,33,8,13,12,30,15,6,3,14,24,85,LOSS
PHILADELPHIA 76ERS,240,38,79,9,21,12,18,12,38,23,5,4,9,20,97,WIN
SAN ANTONIO SPURS,240,30,75,3,24,15,18,5,31,20,6,5,9,14,78,LOSS
UTAH JAZZ,240,36,87,10,21,15,21,10,37,20,7,5,13,16,97,WIN
TORONTO RAPTORS,240,37,95,7,27,12,17,16,36,23,10,13,11,18,93,LOSS
