team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MINNESOTA TIMBERWOLVES,240,41,90,15,35,28,36,14,33,27,10,6,13,25,125,WIN
ATLANTA HAWKS,240,41,94,10,32,21,26,9,33,26,6,4,17,25,113,LOSS
SACRAMENTO KINGS,240,37,79,18,47,10,15,8,28,28,3,8,14,18,102,LOSS
BOSTON CELTICS,240,38,85,7,30,20,23,11,27,20,10,4,11,16,103,WIN
PORTLAND TRAIL BLAZERS,240,46,89,8,27,17,22,13,42,23,8,5,15,20,117,WIN
CHICAGO BULLS,240,36,86,9,39,13,20,8,29,24,8,4,17,20,94,LOSS
BROOKLYN NETS,240,44,94,11,34,9,11,12,36,29,8,10,9,21,108,WIN
CLEVELAND CAVALIERS,240,40,94,13,32,13,20,12,33,24,5,4,10,14,106,LOSS
ORLANDO MAGIC,240,32,84,8,25,16,22,8,33,15,8,7,9,21,88,LOSS
DETROIT PISTONS,240,34,79,14,38,21,25,9,40,23,6,5,13,20,103,WIN
OKLAHOMA CITY THUNDER,240,40,85,11,32,9,11,9,34,26,5,13,15,16,100,WIN
GOLDEN STATE WARRIORS,240,37,89,9,20,14,16,9,32,27,10,7,12,17,97,LOSS
MEMPHIS GRIZZLIES,240,46,96,13,29,9,13,8,32,30,6,5,8,16,114,LOSS
INDIANA PACERS,240,51,94,18,33,6,10,10,37,29,6,6,13,11,126,WIN
CHARLOTTE HORNETS,240,36,87,9,33,19,25,10,25,25,11,0,13,24,100,LOSS
MIAMI HEAT,240,40,77,13,31,24,28,8,41,29,9,3,18,23,117,WIN
UTAH JAZZ,240,43,85,21,45,11,12,4,36,29,4,6,16,23,118,LOSS
MILWAUKEE BUCKS,240,43,97,13,41,23,29,15,34,21,6,6,9,15,122,WIN
LOS ANGELES LAKERS,240,44,89,14,33,12,18,10,30,28,7,6,9,18,114,WIN
SAN ANTONIO SPURS,240,41,88,10,25,12,15,9,32,23,4,5,13,22,104,LOSS
PHILADELPHIA 76ERS,240,36,88,15,40,9,16,14,37,25,7,3,16,20,96,LOSS
TORONTO RAPTORS,240,38,84,11,34,14,22,8,32,27,5,5,10,18,101,WIN
