team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
TORONTO RAPTORS,240,46,84,13,32,7,9,11,35,31,10,3,16,22,112,WIN
ATLANTA HAWKS,240,26,75,6,27,20,23,7,25,18,9,1,18,15,78,LOSS
SAN ANTONIO SPURS,240,39,81,6,25,22,25,8,37,22,8,7,11,19,106,WIN
CHARLOTTE HORNETS,240,31,84,4,25,20,26,14,28,20,7,4,14,19,86,LOSS
OKLAHOMA CITY THUNDER,240,29,80,13,35,10,13,8,31,24,12,1,17,15,81,LOSS
DALLAS MAVERICKS,240,37,75,15,35,8,11,8,35,25,11,5,17,18,97,WIN
NEW ORLEANS PELICANS,240,34,84,11,31,16,23,9,36,24,2,9,17,24,95,LOSS
GOLDEN STATE WARRIORS,240,39,94,10,33,22,27,11,33,30,11,6,9,24,110,WIN
NEW YORK KNICKS,240,42,85,4,17,14,19,6,34,29,4,3,18,20,102,LOSS
HOUSTON ROCKETS,240,41,94,18,47,17,22,9,33,30,12,6,7,15,117,WIN
BOSTON CELTICS,240,45,80,10,25,8,9,4,26,22,8,4,14,13,108,WIN
INDIANA PACERS,240,38,78,7,23,15,15,10,26,20,9,2,18,14,98,LOSS
ORLANDO MAGIC,240,39,86,12,31,21,31,7,34,22,8,5,9,17,111,LOSS
PHILADELPHIA 76ERS,240,48,95,16,34,18,20,11,42,35,7,2,11,22,130,WIN
LOS ANGELES CLIPPERS,240,38,80,9,28,12,13,6,31,23,11,5,16,13,97,WIN
SACRAMENTO KINGS,240,38,83,11,21,8,9,8,29,19,9,8,18,17,95,LOSS
MILWAUKEE BUCKS,240,41,77,8,21,18,23,8,32,19,5,6,16,21,108,LOSS
UTAH JAZZ,240,46,81,18,32,11,19,5,25,31,8,2,10,19,121,WIN
PORTLAND TRAIL BLAZERS,240,41,80,9,24,17,22,6,35,18,3,6,16,16,108,WIN
WASHINGTON WIZARDS,240,41,89,8,23,15,16,7,30,20,9,4,11,17,105,LOSS
