team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
DALLAS MAVERICKS,240,40,89,14,44,13,19,10,38,23,5,10,16,22,107,LOSS
ATLANTA HAWKS,240,43,98,8,37,17,26,13,40,27,9,4,10,21,111,WIN
PHOENIX SUNS,240,38,86,10,30,26,31,17,30,26,10,4,19,23,112,WIN
CHICAGO BULLS,240,36,83,14,38,18,21,11,27,18,11,7,25,29,104,LOSS
BROOKLYN NETS,240,42,87,17,47,14,19,9,45,26,10,6,10,20,115,WIN
CHARLOTTE HORNETS,240,31,88,12,35,12,21,9,36,22,5,2,12,16,86,LOSS
SACRAMENTO KINGS,240,40,89,12,31,20,26,11,37,25,11,4,13,24,112,WIN
LOS ANGELES CLIPPERS,240,34,87,10,30,25,29,13,34,20,7,3,19,22,103,LOSS
CLEVELAND CAVALIERS,240,38,79,13,36,16,22,11,29,29,8,2,24,18,105,LOSS
MIAMI HEAT,240,45,79,19,40,15,20,4,25,34,16,4,15,20,124,WIN
PHILADELPHIA 76ERS,240,35,99,13,38,15,18,11,32,17,10,4,10,17,98,LOSS
MILWAUKEE BUCKS,240,48,91,14,41,9,13,8,49,35,2,6,17,16,119,WIN
HOUSTON ROCKETS,240,45,92,20,48,10,14,6,36,20,9,5,10,25,120,WIN
UTAH JAZZ,240,42,90,7,31,19,24,6,40,18,1,2,13,14,110,LOSS
