team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
PORTLAND TRAIL BLAZERS,240,36,91,13,31,11,14,10,36,21,4,9,8,17,96,LOSS
BOSTON CELTICS,240,35,85,15,36,12,17,9,42,24,3,6,11,16,97,WIN
MILWAUKEE BUCKS,240,42,81,8,19,17,21,14,40,19,3,7,13,16,109,WIN
BROOKLYN NETS,240,37,90,9,29,11,14,11,25,25,5,1,9,19,94,LOSS
ATLANTA HAWKS,240,35,87,15,33,14,19,13,31,25,6,3,16,12,99,WIN
NEW YORK KNICKS,240,41,94,5,23,9,15,16,32,16,10,8,15,16,96,LOSS
LOS ANGELES LAKERS,240,42,86,13,30,11,18,8,32,24,6,7,19,20,108,WIN
OKLAHOMA CITY THUNDER,240,40,89,7,25,17,25,13,33,17,13,6,17,18,104,LOSS
CHARLOTTE HORNETS,240,40,96,10,38,25,29,13,30,24,12,6,8,17,115,WIN
PHOENIX SUNS,240,41,77,15,29,13,13,2,37,24,4,4,19,25,110,LOSS
MEMPHIS GRIZZLIES,240,29,81,8,25,20,23,13,32,17,7,6,19,23,86,LOSS
TORONTO RAPTORS,240,41,89,6,35,13,15,10,34,21,13,7,11,20,101,WIN
