team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
NEW ORLEANS PELICANS,290,52,106,9,24,25,39,14,45,23,10,10,15,18,138,WIN
BROOKLYN NETS,290,43,114,21,59,21,22,18,42,30,10,3,15,30,128,LOSS
WASHINGTON WIZARDS,240,38,82,13,38,12,14,6,35,31,8,3,13,17,101,WIN
CHICAGO BULLS,240,34,80,9,32,13,16,9,36,23,11,2,14,16,90,LOSS
LOS ANGELES LAKERS,240,46,84,16,34,15,22,9,28,29,7,0,17,25,123,LOSS
DALLAS MAVERICKS,240,48,89,12,27,22,27,10,30,32,8,3,9,21,130,WIN
SAN ANTONIO SPURS,240,43,94,5,27,14,19,11,23,30,8,5,10,13,105,LOSS
GOLDEN STATE WARRIORS,240,48,85,12,27,14,15,11,33,35,5,6,16,18,122,WIN
MILWAUKEE BUCKS,240,43,82,9,25,16,20,8,33,28,7,4,12,16,111,WIN
ORLANDO MAGIC,240,37,83,8,30,22,26,10,31,23,7,3,12,14,104,LOSS
LOS ANGELES CLIPPERS,240,38,88,8,32,14,23,11,42,20,7,5,16,16,98,LOSS
PHILADELPHIA 76ERS,240,43,90,13,33,13,17,6,39,32,12,8,12,18,112,WIN
DENVER NUGGETS,240,45,88,13,29,20,22,6,31,20,10,5,13,23,123,WIN
PHOENIX SUNS,240,46,84,7,19,14,25,8,28,24,7,9,15,24,113,LOSS
