team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MIAMI HEAT,240,33,82,10,28,6,13,4,42,26,6,10,16,19,82,LOSS
CHARLOTTE HORNETS,240,36,93,5,26,14,18,11,43,18,9,8,8,11,91,WIN
BOSTON CELTICS,240,43,85,12,37,20,21,6,23,26,15,4,11,23,118,LOSS
CLEVELAND CAVALIERS,240,43,83,14,38,24,33,13,33,29,7,3,18,16,124,WIN
DALLAS MAVERICKS,240,38,77,14,31,11,14,10,32,24,8,2,15,17,101,WIN
LOS ANGELES LAKERS,240,32,68,7,19,18,25,7,27,15,8,1,15,18,89,LOSS
OKLAHOMA CITY THUNDER,240,25,74,4,22,26,38,14,25,9,5,7,18,18,80,LOSS
MEMPHIS GRIZZLIES,240,43,82,13,22,15,20,11,28,24,8,9,12,27,114,WIN
TORONTO RAPTORS,240,30,75,7,27,24,29,9,34,10,12,5,18,24,91,LOSS
PHOENIX SUNS,240,37,83,9,21,16,23,12,35,20,10,4,20,28,99,WIN
PHILADELPHIA 76ERS,240,35,87,6,24,7,8,13,28,16,6,1,15,16,83,LOSS
UTAH JAZZ,240,35,73,15,26,15,28,9,34,21,9,6,14,11,100,WIN
