team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
TORONTO RAPTORS,240,39,70,7,14,18,23,10,21,15,7,6,25,19,103,LOSS
BOSTON CELTICS,240,48,77,7,17,13,15,6,20,33,15,1,16,20,116,WIN
CLEVELAND CAVALIERS,240,36,79,6,28,9,17,10,36,14,5,6,16,25,87,LOSS
CHARLOTTE BOBCATS,240,35,74,6,14,18,30,5,30,19,7,2,10,18,94,WIN
NEW YORK KNICKS,240,45,92,13,31,22,31,16,24,29,5,3,8,25,125,LOSS
DENVER NUGGETS,240,45,84,10,19,28,35,11,32,30,6,8,11,25,128,WIN
LOS ANGELES CLIPPERS,240,37,63,2,10,28,35,4,31,26,6,9,9,19,104,WIN
DETROIT PISTONS,240,36,91,8,17,16,22,19,24,21,4,0,11,28,96,LOSS
SAN ANTONIO SPURS,240,32,71,2,5,26,34,8,38,14,6,7,14,19,92,WIN
HOUSTON ROCKETS,240,33,92,8,18,10,14,17,29,18,7,3,12,27,84,LOSS
DALLAS MAVERICKS,240,41,92,9,21,22,28,17,37,20,6,6,13,22,113,WIN
INDIANA PACERS,240,33,76,7,22,19,28,7,26,20,9,6,15,23,92,LOSS
WASHINGTON WIZARDS,240,42,86,2,14,8,15,16,32,23,7,5,12,19,94,WIN
MIAMI HEAT,240,34,82,6,26,10,14,10,26,17,5,6,12,15,84,LOSS
PHOENIX SUNS,240,51,86,10,24,8,10,7,38,31,8,8,18,24,120,WIN
MINNESOTA TIMBERWOLVES,240,35,86,2,14,23,32,12,23,14,8,2,15,16,95,LOSS
MILWAUKEE BUCKS,240,31,82,8,20,20,22,11,29,15,5,3,12,21,90,LOSS
OKLAHOMA CITY THUNDER,240,38,80,6,14,26,35,14,38,19,6,6,11,19,108,WIN
ATLANTA HAWKS,240,38,74,9,18,15,20,8,34,17,7,5,14,17,100,WIN
PHILADELPHIA 76ERS,240,35,78,8,18,8,11,6,26,23,8,10,13,16,86,LOSS
MEMPHIS GRIZZLIES,240,43,80,4,8,16,19,11,31,23,4,7,9,19,106,WIN
PORTLAND TRAIL BLAZERS,240,33,81,10,24,20,26,13,24,20,3,7,10,16,96,LOSS
NEW JERSEY NETS,240,36,94,2,9,22,27,16,23,10,7,5,11,24,96,LOSS
SACRAMENTO KINGS,240,39,71,6,12,25,34,5,40,19,6,11,17,24,109,WIN
