team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
WASHINGTON WIZARDS,240,38,78,8,24,15,17,8,33,27,11,3,24,18,99,LOSS
ATLANTA HAWKS,240,43,92,13,33,15,15,10,29,37,12,4,14,15,114,WIN
MINNESOTA TIMBERWOLVES,265,39,96,7,16,17,27,14,44,26,8,7,15,23,102,WIN
CHICAGO BULLS,265,33,93,11,32,16,23,10,40,20,7,6,18,26,93,LOSS
NEW ORLEANS PELICANS,240,39,86,9,28,11,13,7,35,21,7,6,12,24,98,LOSS
DALLAS MAVERICKS,240,40,84,9,24,18,22,6,36,20,5,2,9,17,107,WIN
HOUSTON ROCKETS,240,38,86,7,30,26,29,11,36,16,7,3,14,27,109,WIN
LOS ANGELES CLIPPERS,240,42,88,4,22,17,25,11,30,29,8,5,12,23,105,LOSS
BROOKLYN NETS,240,34,82,3,9,15,19,17,35,18,11,3,18,18,86,LOSS
MILWAUKEE BUCKS,240,37,82,8,20,12,16,10,31,27,9,6,15,16,94,WIN
ORLANDO MAGIC,240,39,83,6,13,21,24,10,31,24,10,7,13,23,105,WIN
PHILADELPHIA 76ERS,240,36,80,11,33,14,26,10,28,24,6,10,16,20,97,LOSS
GOLDEN STATE WARRIORS,240,38,92,8,39,19,22,15,31,27,13,2,18,15,103,WIN
SACRAMENTO KINGS,240,38,87,6,19,12,16,13,32,26,9,3,21,19,94,LOSS
CHARLOTTE HORNETS,240,34,73,6,19,20,31,6,27,15,7,0,15,18,94,LOSS
SAN ANTONIO SPURS,240,45,81,9,21,15,23,6,36,35,11,3,12,26,114,WIN
MEMPHIS GRIZZLIES,240,30,91,6,19,13,14,13,31,16,8,1,14,21,79,LOSS
UTAH JAZZ,240,31,74,12,27,15,18,9,40,18,7,10,21,20,89,WIN
