team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
TORONTO RAPTORS,240,35,78,2,20,20,25,9,29,25,3,8,15,25,92,LOSS
CLEVELAND CAVALIERS,240,34,82,5,13,30,32,13,27,26,7,5,10,19,103,WIN
MILWAUKEE BUCKS,240,43,89,9,24,15,20,9,34,27,10,6,17,23,110,WIN
HOUSTON ROCKETS,240,42,89,7,23,16,25,13,34,26,11,1,17,20,107,LOSS
DALLAS MAVERICKS,240,33,76,3,12,15,19,6,29,20,9,9,21,23,84,LOSS
MEMPHIS GRIZZLIES,240,29,78,5,14,27,34,11,35,21,11,2,15,23,90,WIN
GOLDEN STATE WARRIORS,240,36,72,15,27,18,21,5,33,14,6,4,17,23,105,LOSS
NEW YORK KNICKS,240,36,87,11,34,26,33,16,30,19,12,3,10,23,109,WIN
NEW ORLEANS HORNETS,240,27,77,6,21,14,18,7,18,17,5,4,12,23,74,LOSS
OKLAHOMA CITY THUNDER,240,42,76,8,18,27,28,13,35,27,7,9,10,14,119,WIN
SACRAMENTO KINGS,240,46,84,10,22,23,29,7,33,31,12,3,13,22,125,WIN
ORLANDO MAGIC,240,37,83,6,19,21,25,8,30,25,6,2,18,30,101,LOSS
DENVER NUGGETS,240,45,87,3,14,18,31,13,29,29,16,6,15,24,111,WIN
PORTLAND TRAIL BLAZERS,240,38,85,10,25,23,27,13,26,26,9,4,19,24,109,LOSS
PHOENIX SUNS,265,44,95,3,12,14,21,16,33,26,6,4,15,29,105,WIN
SAN ANTONIO SPURS,265,35,81,6,17,25,35,10,34,24,9,2,17,21,101,LOSS
ATLANTA HAWKS,240,38,78,5,17,21,26,8,30,23,8,5,9,20,102,WIN
UTAH JAZZ,240,37,83,4,15,13,23,15,32,17,5,5,13,23,91,LOSS
DETROIT PISTONS,240,39,72,9,15,9,16,5,31,35,10,4,16,15,96,WIN
WASHINGTON WIZARDS,240,40,84,8,19,7,10,9,30,27,8,4,15,15,95,LOSS
