team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
BOSTON CELTICS,240,39,75,5,17,19,22,8,32,19,12,4,17,19,102,WIN
DALLAS MAVERICKS,240,37,80,5,15,14,17,11,28,22,10,2,18,22,93,LOSS
MILWAUKEE BUCKS,240,35,76,9,21,23,28,8,32,19,2,8,11,30,102,WIN
DENVER NUGGETS,240,32,87,3,14,30,38,20,33,13,7,8,10,23,97,LOSS
GOLDEN STATE WARRIORS,240,45,93,6,21,11,13,7,30,20,11,2,15,19,107,LOSS
MEMPHIS GRIZZLIES,240,49,98,10,18,15,18,16,38,23,7,6,16,15,123,WIN
CHARLOTTE BOBCATS,240,21,72,2,13,27,34,8,35,8,7,5,15,21,71,LOSS
MIAMI HEAT,240,28,78,7,28,14,20,13,37,19,6,13,10,27,77,WIN
TORONTO RAPTORS,240,42,83,4,12,12,14,11,36,17,10,4,13,25,100,WIN
NEW JERSEY NETS,240,33,83,4,17,20,28,16,26,22,6,4,13,13,90,LOSS
CHICAGO BULLS,240,36,80,7,18,19,27,4,37,29,7,4,9,19,98,WIN
PHILADELPHIA 76ERS,240,33,82,1,17,17,26,9,37,16,6,2,10,23,84,LOSS
NEW ORLEANS HORNETS,240,34,79,3,13,15,24,18,26,19,3,6,17,16,86,LOSS
UTAH JAZZ,240,43,77,3,13,17,26,11,30,28,12,4,12,20,106,WIN
