team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
PORTLAND TRAIL BLAZERS,265,46,86,3,10,19,25,7,32,9,7,4,9,26,114,WIN
DALLAS MAVERICKS,265,42,89,7,14,21,22,10,32,23,5,4,13,19,112,LOSS
NEW ORLEANS HORNETS,265,40,84,4,14,25,31,13,30,22,7,5,13,21,109,WIN
MEMPHIS GRIZZLIES,265,43,99,3,21,13,18,23,31,18,9,7,14,27,102,LOSS
MIAMI HEAT,240,29,78,6,22,20,28,14,29,16,10,7,14,21,84,LOSS
MILWAUKEE BUCKS,240,34,75,7,16,20,25,12,34,18,7,6,17,20,95,WIN
ATLANTA HAWKS,240,32,81,7,21,15,20,5,29,16,6,4,9,25,86,LOSS
ORLANDO MAGIC,240,39,72,7,23,19,27,6,37,20,3,3,10,15,104,WIN
CHARLOTTE BOBCATS,240,39,81,5,16,20,29,8,35,21,11,9,14,17,103,WIN
SACRAMENTO KINGS,240,39,86,10,22,8,13,11,31,23,11,8,16,23,96,LOSS
NEW YORK KNICKS,240,38,85,6,21,14,22,11,29,25,7,2,9,14,96,LOSS
WASHINGTON WIZARDS,240,44,98,11,21,7,10,24,35,23,4,1,14,19,106,WIN
