team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
UTAH JAZZ,240,39,76,7,21,12,17,10,30,21,7,7,17,15,97,WIN
ATLANTA HAWKS,240,37,76,8,22,14,17,8,25,26,9,5,15,16,96,LOSS
PORTLAND TRAIL BLAZERS,240,35,89,5,21,19,21,16,30,20,5,3,12,25,94,LOSS
CHARLOTTE HORNETS,240,41,83,9,31,15,19,7,30,29,6,9,11,16,106,WIN
DETROIT PISTONS,240,35,96,7,27,8,15,12,34,16,7,2,10,25,85,LOSS
LOS ANGELES LAKERS,240,31,75,6,19,29,39,7,39,24,5,5,16,19,97,WIN
MEMPHIS GRIZZLIES,240,40,71,9,17,25,27,4,30,21,7,6,15,16,114,WIN
MINNESOTA TIMBERWOLVES,240,41,82,5,16,19,21,9,24,20,10,2,12,24,106,LOSS
NEW ORLEANS PELICANS,240,32,71,6,21,17,19,4,32,16,5,5,18,22,87,LOSS
NEW YORK KNICKS,240,38,88,4,18,15,19,10,31,18,8,4,9,20,95,WIN
BOSTON CELTICS,240,39,82,9,23,13,20,12,35,25,12,7,18,26,100,WIN
OKLAHOMA CITY THUNDER,240,28,77,6,25,23,29,10,24,18,10,6,18,20,85,LOSS
TORONTO RAPTORS,240,38,87,15,31,10,14,7,29,18,13,1,15,20,101,LOSS
SACRAMENTO KINGS,240,39,76,10,25,19,24,9,33,23,8,5,19,19,107,WIN
