team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
OKLAHOMA CITY THUNDER,240,42,96,9,30,19,23,14,37,22,6,3,14,31,112,LOSS
CHARLOTTE HORNETS,240,37,80,9,24,40,49,10,33,25,8,10,11,21,123,WIN
CHICAGO BULLS,240,41,85,13,30,11,15,12,31,23,8,3,12,18,106,WIN
CLEVELAND CAVALIERS,240,34,83,8,25,18,24,16,28,13,6,2,15,16,94,LOSS
PORTLAND TRAIL BLAZERS,240,40,89,12,26,25,28,11,33,23,8,5,17,26,117,LOSS
GOLDEN STATE WARRIORS,240,44,87,13,36,24,29,8,31,31,14,9,15,20,125,WIN
MEMPHIS GRIZZLIES,240,38,88,11,28,19,25,12,31,30,6,5,9,31,106,LOSS
LOS ANGELES CLIPPERS,240,37,73,9,23,32,45,8,37,23,5,5,13,23,115,WIN
MILWAUKEE BUCKS,240,37,78,9,28,22,31,7,35,20,7,5,13,15,105,WIN
NEW YORK KNICKS,240,42,94,13,28,7,12,15,31,26,9,3,13,19,104,LOSS
ATLANTA HAWKS,240,44,81,10,19,13,18,3,36,27,12,3,12,12,111,WIN
ORLANDO MAGIC,240,37,86,9,28,9,10,10,30,19,9,6,17,17,92,LOSS
MIAMI HEAT,240,35,72,12,28,25,29,7,32,24,8,9,18,20,107,WIN
SACRAMENTO KINGS,240,40,78,8,20,14,17,4,22,26,8,3,16,28,102,LOSS
