team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
DALLAS MAVERICKS,240,41,76,10,25,19,25,2,31,20,8,3,10,24,111,WIN
BROOKLYN NETS,240,31,72,13,31,29,38,9,32,16,2,1,15,22,104,LOSS
PHOENIX SUNS,240,35,99,6,22,19,30,11,36,16,10,4,4,21,95,LOSS
DETROIT PISTONS,240,40,92,12,25,20,30,12,51,26,2,4,12,21,112,WIN
CLEVELAND CAVALIERS,240,45,85,13,36,22,27,10,34,19,4,2,10,16,125,WIN
LOS ANGELES LAKERS,240,47,91,11,27,15,19,10,30,23,5,1,5,25,120,LOSS
PORTLAND TRAIL BLAZERS,240,42,83,13,26,18,24,13,30,13,4,6,11,20,115,WIN
MIAMI HEAT,240,41,88,9,30,13,20,13,26,18,8,8,9,22,104,LOSS
MINNESOTA TIMBERWOLVES,240,44,86,9,25,12,17,8,27,30,11,6,15,14,109,LOSS
NEW ORLEANS PELICANS,240,49,90,14,30,11,15,9,34,31,7,2,16,15,123,WIN
BOSTON CELTICS,240,34,84,6,29,25,29,8,33,27,8,5,17,15,99,LOSS
PHILADELPHIA 76ERS,240,41,88,12,33,11,15,8,35,29,9,7,15,23,105,WIN
SACRAMENTO KINGS,240,41,83,7,10,13,17,9,31,29,4,4,11,20,102,LOSS
SAN ANTONIO SPURS,240,43,87,11,28,21,27,15,30,31,9,3,6,20,118,WIN
INDIANA PACERS,240,33,80,6,23,19,26,9,24,22,7,2,13,23,91,LOSS
TORONTO RAPTORS,240,45,91,12,27,14,16,14,37,25,7,7,16,20,116,WIN
