team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MILWAUKEE BUCKS,240,30,89,4,18,7,13,12,29,16,9,4,10,21,71,LOSS
CHICAGO BULLS,240,27,76,8,26,25,32,18,44,20,4,7,18,16,87,WIN
BROOKLYN NETS,240,43,92,4,21,20,23,14,43,21,7,9,10,17,110,WIN
DENVER NUGGETS,240,31,94,7,27,13,22,19,30,18,6,3,13,24,82,LOSS
MINNESOTA TIMBERWOLVES,240,31,93,5,18,35,39,20,38,17,9,3,20,22,102,LOSS
HOUSTON ROCKETS,240,39,94,12,38,23,34,22,34,23,11,8,16,28,113,WIN
MEMPHIS GRIZZLIES,240,33,81,5,15,19,26,8,34,22,10,4,10,13,90,WIN
LOS ANGELES CLIPPERS,240,35,79,9,27,8,12,5,35,21,6,10,13,16,87,LOSS
PHILADELPHIA 76ERS,240,40,84,13,31,15,28,9,24,27,10,8,12,18,108,LOSS
MIAMI HEAT,240,46,83,11,21,16,22,11,34,27,6,3,16,20,119,WIN
TORONTO RAPTORS,240,35,84,5,23,22,31,16,24,13,12,2,8,15,97,LOSS
NEW ORLEANS PELICANS,240,40,78,10,22,10,16,12,36,27,6,7,17,20,100,WIN
BOSTON CELTICS,240,39,89,14,29,23,30,9,33,26,13,1,15,14,115,WIN
PHOENIX SUNS,240,44,97,9,32,13,16,15,35,25,9,7,17,24,110,LOSS
SAN ANTONIO SPURS,240,32,79,5,19,12,21,12,32,17,7,7,22,21,81,LOSS
UTAH JAZZ,240,34,83,4,15,18,23,11,38,14,14,5,13,24,90,WIN
