team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
TORONTO RAPTORS,240,42,82,14,29,28,33,11,25,24,7,7,11,24,126,WIN
ATLANTA HAWKS,240,42,82,10,24,21,24,9,23,31,2,4,13,24,115,LOSS
PORTLAND TRAIL BLAZERS,240,39,92,12,27,15,20,10,40,21,4,7,8,18,105,WIN
CHARLOTTE HORNETS,240,41,94,5,15,10,15,10,37,29,3,5,6,20,97,LOSS
WASHINGTON WIZARDS,240,33,71,5,13,16,22,7,19,24,5,5,18,28,87,LOSS
CLEVELAND CAVALIERS,240,38,74,6,20,31,38,7,25,23,13,2,9,18,113,WIN
NEW YORK KNICKS,265,39,92,14,28,10,16,15,38,21,7,3,21,32,102,LOSS
DALLAS MAVERICKS,265,38,95,4,31,29,38,20,36,20,12,5,11,16,109,WIN
LOS ANGELES CLIPPERS,240,37,78,12,28,18,19,9,30,21,9,3,15,19,104,WIN
DETROIT PISTONS,240,35,78,10,27,18,24,12,26,18,8,4,15,17,98,LOSS
SACRAMENTO KINGS,240,31,71,5,16,22,28,10,38,16,2,8,20,19,89,LOSS
HOUSTON ROCKETS,240,42,94,12,35,6,15,13,28,26,13,5,4,25,102,WIN
MEMPHIS GRIZZLIES,240,36,80,5,22,22,25,10,35,25,7,6,14,20,99,WIN
LOS ANGELES LAKERS,240,33,81,8,19,19,24,12,30,16,6,9,11,18,93,LOSS
MILWAUKEE BUCKS,240,40,85,5,16,18,19,13,30,22,12,7,17,22,103,WIN
MINNESOTA TIMBERWOLVES,240,31,81,3,14,21,34,14,24,19,11,6,19,22,86,LOSS
UTAH JAZZ,240,31,70,3,16,17,28,8,30,11,9,2,19,16,82,LOSS
OKLAHOMA CITY THUNDER,240,40,83,12,26,5,10,12,33,21,9,7,16,26,97,WIN
GOLDEN STATE WARRIORS,240,44,85,12,26,11,19,8,39,30,7,6,15,19,111,WIN
ORLANDO MAGIC,240,36,87,6,20,18,24,12,34,21,8,1,14,18,96,LOSS
BROOKLYN NETS,240,35,71,8,24,21,28,4,36,25,10,7,24,19,99,WIN
PHILADELPHIA 76ERS,240,34,85,9,24,14,17,13,29,23,11,5,20,24,91,LOSS
DENVER NUGGETS,240,39,90,8,25,26,34,20,27,19,10,4,17,22,112,LOSS
PHOENIX SUNS,240,45,88,13,25,17,21,13,28,27,9,8,16,22,120,WIN
INDIANA PACERS,240,40,87,10,21,10,18,7,29,23,9,1,12,23,100,LOSS
SAN ANTONIO SPURS,240,41,74,5,15,19,29,8,37,21,8,5,15,20,106,WIN
