team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
INDIANA PACERS,240,37,77,7,18,18,25,10,36,18,5,6,14,22,99,WIN
CHICAGO BULLS,240,35,83,4,17,16,23,10,24,18,6,7,13,19,90,LOSS
ATLANTA HAWKS,240,40,90,3,22,11,13,11,26,26,6,8,18,12,94,LOSS
CLEVELAND CAVALIERS,240,49,90,19,31,10,13,12,35,39,12,2,13,14,127,WIN
MINNESOTA TIMBERWOLVES,240,43,86,7,17,24,29,12,29,24,2,2,17,30,117,LOSS
DALLAS MAVERICKS,240,52,94,8,26,19,23,12,28,31,5,10,7,24,131,WIN
CHARLOTTE HORNETS,240,32,84,7,17,16,28,10,31,14,5,2,12,13,87,LOSS
GOLDEN STATE WARRIORS,240,45,87,11,26,11,14,11,40,30,7,3,14,25,112,WIN
PHOENIX SUNS,240,38,99,11,30,20,23,16,27,26,9,3,10,30,107,LOSS
LOS ANGELES CLIPPERS,240,36,68,14,29,34,43,4,43,24,5,12,20,26,120,WIN
DETROIT PISTONS,240,34,82,10,26,10,17,9,34,15,4,6,9,22,88,LOSS
MEMPHIS GRIZZLIES,240,32,86,4,15,27,33,18,35,18,5,4,8,18,95,WIN
BROOKLYN NETS,240,35,89,1,19,16,17,12,31,15,7,2,9,24,87,LOSS
PORTLAND TRAIL BLAZERS,240,33,78,11,26,20,27,13,34,26,6,3,14,16,97,WIN
SAN ANTONIO SPURS,240,34,80,7,24,16,18,7,31,24,6,8,14,25,91,LOSS
SACRAMENTO KINGS,240,37,86,0,12,20,24,8,34,19,5,6,9,18,94,WIN
UTAH JAZZ,240,33,75,5,16,22,30,10,28,22,5,3,11,21,93,LOSS
TORONTO RAPTORS,240,43,84,8,21,17,23,13,29,15,6,5,8,19,111,WIN
ORLANDO MAGIC,240,37,78,7,17,12,18,9,31,14,5,2,15,21,93,LOSS
WASHINGTON WIZARDS,240,42,84,3,10,11,16,9,31,31,5,8,11,16,98,WIN
