team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
BROOKLYN NETS,240,40,88,10,43,27,31,5,35,30,10,9,15,30,117,WIN
CHICAGO BULLS,240,32,91,9,39,38,41,17,39,15,8,2,19,30,111,LOSS
TORONTO RAPTORS,240,37,89,17,41,11,15,7,35,21,7,2,14,20,102,LOSS
DALLAS MAVERICKS,240,37,88,9,39,27,33,12,43,24,7,4,12,15,110,WIN
MILWAUKEE BUCKS,240,43,96,11,39,5,7,8,47,23,6,8,14,13,102,WIN
INDIANA PACERS,240,32,100,12,34,7,9,14,40,19,8,7,13,10,83,LOSS
ATLANTA HAWKS,240,34,90,6,24,27,37,14,24,19,11,10,19,27,101,LOSS
LOS ANGELES CLIPPERS,240,50,93,17,33,33,35,12,41,30,10,12,19,28,150,WIN
NEW ORLEANS PELICANS,240,37,82,16,35,4,6,7,24,23,10,2,18,16,94,LOSS
MIAMI HEAT,240,44,81,9,24,12,13,9,36,25,13,3,20,6,109,WIN
HOUSTON ROCKETS,240,43,94,19,49,20,22,14,28,15,7,3,12,18,125,WIN
MINNESOTA TIMBERWOLVES,240,38,84,12,38,17,23,13,33,23,7,5,18,20,105,LOSS
CHARLOTTE HORNETS,240,36,87,17,48,14,19,12,30,22,5,3,10,18,103,WIN
NEW YORK KNICKS,240,39,86,6,20,18,23,13,35,22,5,1,11,21,102,LOSS
PORTLAND TRAIL BLAZERS,240,42,93,13,39,24,26,9,39,21,2,4,12,20,121,WIN
SAN ANTONIO SPURS,240,41,88,5,18,29,34,7,36,25,8,7,10,17,116,LOSS
