team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
ATLANTA HAWKS,240,32,97,12,48,10,11,4,29,23,16,4,12,23,86,LOSS
BROOKLYN NETS,240,41,77,10,26,16,29,7,55,25,8,2,24,20,108,WIN
LOS ANGELES CLIPPERS,240,38,84,8,33,20,26,10,32,21,8,5,14,26,104,LOSS
DENVER NUGGETS,240,37,77,11,25,29,37,9,35,24,7,4,13,26,114,WIN
GOLDEN STATE WARRIORS,240,35,92,17,34,15,21,12,35,23,11,6,22,18,102,LOSS
MEMPHIS GRIZZLIES,240,45,100,11,35,21,25,18,42,33,17,7,16,16,122,WIN
MIAMI HEAT,240,42,78,14,35,23,28,8,31,24,1,5,14,24,121,LOSS
NEW YORK KNICKS,240,46,90,9,31,23,28,10,29,24,11,3,6,23,124,WIN
CHARLOTTE HORNETS,240,36,86,8,35,12,18,8,29,25,10,3,14,19,92,LOSS
PHOENIX SUNS,240,41,82,7,21,11,18,12,39,22,8,5,18,19,100,WIN
SAN ANTONIO SPURS,240,38,87,7,32,22,30,9,42,24,6,5,11,11,105,WIN
TORONTO RAPTORS,240,39,96,17,48,9,11,8,37,30,7,3,11,23,104,LOSS
UTAH JAZZ,240,48,90,10,30,21,25,12,32,24,6,2,11,18,127,WIN
WASHINGTON WIZARDS,240,47,93,7,22,15,17,9,28,28,5,4,9,18,116,LOSS
