team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
BROOKLYN NETS,240,37,91,11,40,12,16,10,34,27,10,6,15,12,97,LOSS
BOSTON CELTICS,240,46,102,6,24,12,15,20,42,22,6,6,13,14,110,WIN
DETROIT PISTONS,240,47,89,15,35,10,10,7,40,27,12,4,11,21,119,WIN
CHICAGO BULLS,240,32,86,11,34,12,18,12,28,21,8,1,18,15,87,LOSS
NEW YORK KNICKS,240,43,85,12,27,12,13,8,31,30,10,3,15,22,110,WIN
CLEVELAND CAVALIERS,240,37,94,6,24,18,28,17,31,15,9,3,14,15,98,LOSS
LOS ANGELES LAKERS,240,42,88,17,39,14,16,10,39,25,8,6,17,23,115,WIN
LOS ANGELES CLIPPERS,240,41,83,6,18,12,28,8,33,27,8,1,17,17,100,LOSS
TORONTO RAPTORS,265,42,92,9,30,16,21,9,38,24,5,10,13,24,109,LOSS
MIAMI HEAT,265,46,106,11,26,13,20,19,37,26,8,7,9,18,116,WIN
DENVER NUGGETS,265,41,90,13,32,11,18,10,37,19,4,4,12,22,106,LOSS
MINNESOTA TIMBERWOLVES,265,42,89,9,23,19,25,8,32,24,10,2,8,19,112,WIN
SAN ANTONIO SPURS,240,37,92,8,24,16,19,12,26,22,9,1,17,17,98,LOSS
NEW ORLEANS PELICANS,240,52,88,5,19,13,19,11,40,30,11,5,19,20,122,WIN
MEMPHIS GRIZZLIES,240,44,91,13,31,22,24,9,32,22,9,2,13,22,123,LOSS
OKLAHOMA CITY THUNDER,240,47,85,20,43,23,32,8,37,32,8,3,14,23,137,WIN
WASHINGTON WIZARDS,240,33,95,10,34,16,27,18,32,17,5,1,12,25,92,LOSS
ORLANDO MAGIC,240,33,77,13,32,22,27,6,36,20,6,7,16,27,101,WIN
MILWAUKEE BUCKS,240,37,90,7,25,14,16,10,33,22,6,5,20,17,95,LOSS
PHILADELPHIA 76ERS,240,52,105,15,36,11,15,17,40,35,15,7,12,17,130,WIN
UTAH JAZZ,240,33,89,8,23,19,24,14,39,18,5,7,14,19,93,LOSS
PORTLAND TRAIL BLAZERS,240,41,89,9,24,11,16,7,39,19,9,9,10,22,102,WIN
HOUSTON ROCKETS,240,31,82,13,46,8,12,8,32,11,2,6,14,24,83,LOSS
SACRAMENTO KINGS,240,38,80,7,26,13,20,6,42,22,6,3,11,14,96,WIN
