team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
ATLANTA HAWKS,240,43,82,9,20,21,23,12,30,25,10,5,14,20,116,WIN
CHARLOTTE BOBCATS,240,38,81,3,7,17,24,11,20,18,10,5,14,20,96,LOSS
DENVER NUGGETS,240,37,80,8,25,15,20,11,24,22,6,6,16,15,97,LOSS
GOLDEN STATE WARRIORS,240,46,88,8,21,12,16,14,27,25,9,8,13,19,112,WIN
BOSTON CELTICS,240,32,76,9,18,13,14,8,36,27,12,6,16,21,86,WIN
INDIANA PACERS,240,26,74,5,22,15,19,10,35,11,8,5,19,15,72,LOSS
SACRAMENTO KINGS,240,34,82,7,22,19,28,9,33,20,10,3,19,21,94,LOSS
LOS ANGELES CLIPPERS,240,44,89,11,27,10,19,10,34,34,16,8,17,20,109,WIN
DALLAS MAVERICKS,240,34,73,9,21,12,17,8,34,23,5,5,15,15,89,LOSS
MEMPHIS GRIZZLIES,240,31,80,9,20,23,27,8,29,22,9,4,10,16,94,WIN
PORTLAND TRAIL BLAZERS,240,34,78,6,22,20,23,8,25,20,9,2,14,13,94,LOSS
MILWAUKEE BUCKS,240,47,94,12,25,10,11,16,33,31,9,6,15,21,116,WIN
MINNESOTA TIMBERWOLVES,240,33,81,10,25,14,18,9,24,20,6,7,11,17,90,LOSS
NEW ORLEANS HORNETS,240,40,82,4,13,15,19,13,35,26,9,8,13,17,99,WIN
ORLANDO MAGIC,240,29,80,6,20,24,31,17,36,16,6,3,8,18,88,WIN
PHILADELPHIA 76ERS,240,31,78,5,13,15,20,9,32,23,5,8,7,21,82,LOSS
LOS ANGELES LAKERS,240,47,97,1,9,10,18,20,34,22,2,2,13,19,105,LOSS
PHOENIX SUNS,240,47,94,14,29,17,21,9,27,26,6,11,3,15,125,WIN
