team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
TORONTO RAPTORS,240,40,88,13,37,26,30,12,30,22,5,5,15,16,119,WIN
ATLANTA HAWKS,240,47,90,14,34,8,11,8,30,32,9,7,15,27,116,LOSS
CHICAGO BULLS,240,43,95,22,47,8,12,13,26,27,12,3,13,20,116,WIN
CHARLOTTE HORNETS,240,44,80,12,28,15,22,10,33,26,5,7,19,17,115,LOSS
PORTLAND TRAIL BLAZERS,240,39,87,14,40,12,16,6,32,21,6,6,10,20,104,LOSS
CLEVELAND CAVALIERS,240,37,87,10,31,26,32,9,43,19,9,2,13,14,110,WIN
ORLANDO MAGIC,240,43,92,13,31,7,9,7,26,24,11,5,13,16,106,LOSS
INDIANA PACERS,240,43,79,10,24,15,16,7,35,26,6,6,19,14,111,WIN
LOS ANGELES LAKERS,240,38,84,13,39,20,29,11,29,19,12,7,16,14,109,WIN
MEMPHIS GRIZZLIES,240,43,89,14,30,8,13,12,35,28,12,3,19,19,108,LOSS
DETROIT PISTONS,240,37,91,10,35,6,10,6,34,22,7,3,15,18,90,LOSS
MILWAUKEE BUCKS,240,41,84,13,37,9,18,9,40,25,10,8,21,14,104,WIN
PHOENIX SUNS,240,33,96,10,35,24,26,12,44,22,9,3,7,17,100,WIN
MINNESOTA TIMBERWOLVES,240,38,91,12,42,10,17,9,48,26,2,10,14,23,98,LOSS
SAN ANTONIO SPURS,240,40,75,12,23,19,28,9,38,26,7,3,22,17,111,WIN
NEW YORK KNICKS,240,40,93,15,40,9,15,10,27,30,12,3,11,22,104,LOSS
MIAMI HEAT,240,30,75,6,24,20,27,9,29,12,6,4,17,16,86,LOSS
PHILADELPHIA 76ERS,240,42,83,14,29,15,17,8,36,28,11,2,14,27,113,WIN
NEW ORLEANS PELICANS,240,42,101,17,41,19,20,9,29,21,7,6,10,24,120,LOSS
UTAH JAZZ,240,42,82,15,36,29,33,7,42,29,2,4,17,21,128,WIN
