team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
SACRAMENTO KINGS,240,38,89,12,40,18,24,13,37,19,3,4,15,26,106,LOSS
BROOKLYN NETS,240,42,86,17,40,18,28,7,37,30,9,3,9,23,119,WIN
OKLAHOMA CITY THUNDER,240,34,97,13,43,11,15,12,24,19,12,2,10,20,92,LOSS
MEMPHIS GRIZZLIES,240,46,83,11,31,18,20,12,46,24,6,4,19,19,121,WIN
WASHINGTON WIZARDS,240,38,90,10,27,21,23,10,30,22,9,4,13,27,107,LOSS
NEW ORLEANS PELICANS,240,42,88,12,35,22,26,11,34,25,7,8,18,19,118,WIN
ORLANDO MAGIC,240,37,88,8,32,19,25,10,37,17,5,2,9,24,101,LOSS
PHILADELPHIA 76ERS,240,38,93,8,29,24,33,15,36,19,4,4,9,20,108,WIN
UTAH JAZZ,240,38,91,16,37,19,24,10,39,25,8,4,15,19,111,LOSS
SAN ANTONIO SPURS,240,45,89,9,22,20,26,8,39,27,10,5,13,18,119,WIN
BOSTON CELTICS,240,47,96,16,46,12,16,9,43,27,8,2,14,22,122,WIN
TORONTO RAPTORS,240,38,89,10,38,14,17,9,39,20,8,7,17,18,100,LOSS
