team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
ORLANDO MAGIC,240,44,89,13,34,14,17,7,34,27,6,9,10,11,115,WIN
BROOKLYN NETS,240,46,96,16,37,5,8,13,36,29,6,3,12,19,113,LOSS
MIAMI HEAT,265,44,96,16,42,15,20,9,40,33,6,11,12,22,119,LOSS
CLEVELAND CAVALIERS,265,43,97,14,37,25,34,13,40,25,8,6,12,20,125,WIN
MINNESOTA TIMBERWOLVES,240,42,95,15,42,24,34,7,35,16,4,6,11,22,123,LOSS
DALLAS MAVERICKS,240,51,101,16,44,21,28,14,40,28,7,3,12,28,139,WIN
NEW YORK KNICKS,240,40,91,11,29,21,30,16,38,20,12,8,17,21,112,LOSS
HOUSTON ROCKETS,240,43,86,16,48,21,31,5,33,20,11,7,13,22,123,WIN
MEMPHIS GRIZZLIES,240,37,89,7,27,16,22,11,34,20,6,7,13,18,97,LOSS
LOS ANGELES CLIPPERS,240,47,94,16,37,14,17,11,39,33,7,5,12,20,124,WIN
ATLANTA HAWKS,240,40,97,8,38,24,27,14,30,19,5,2,13,26,112,LOSS
PHILADELPHIA 76ERS,240,45,88,12,30,27,30,9,39,27,9,5,11,22,129,WIN
PHOENIX SUNS,240,49,87,12,20,21,24,11,27,33,10,1,13,31,131,WIN
UTAH JAZZ,240,32,68,10,26,37,43,5,25,16,8,2,19,23,111,LOSS
MILWAUKEE BUCKS,265,49,86,17,37,22,27,4,41,26,7,4,21,28,137,WIN
WASHINGTON WIZARDS,265,47,98,15,35,25,33,6,35,27,8,0,17,27,134,LOSS
