team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
SAN ANTONIO SPURS,240,38,81,11,24,22,25,13,32,24,4,8,16,12,109,WIN
BOSTON CELTICS,240,42,91,12,34,7,9,8,28,32,8,4,10,21,103,LOSS
DALLAS MAVERICKS,240,37,91,8,35,8,12,11,28,29,5,4,13,21,90,LOSS
CLEVELAND CAVALIERS,240,43,85,20,43,22,24,9,38,30,9,3,14,16,128,WIN
OKLAHOMA CITY THUNDER,265,48,96,13,26,23,29,7,33,29,11,4,12,21,132,WIN
DENVER NUGGETS,265,48,101,12,34,21,27,13,39,34,9,7,16,21,129,LOSS
LOS ANGELES CLIPPERS,240,35,73,7,21,20,26,6,27,26,4,5,14,16,97,LOSS
DETROIT PISTONS,240,47,90,9,19,5,7,9,33,26,7,0,10,22,108,WIN
BROOKLYN NETS,240,36,79,11,34,14,23,9,29,24,8,4,19,17,97,LOSS
INDIANA PACERS,240,48,87,11,26,11,16,9,38,25,11,5,14,19,118,WIN
GOLDEN STATE WARRIORS,240,43,83,11,28,12,17,4,40,31,10,10,17,21,109,WIN
LOS ANGELES LAKERS,240,32,90,5,22,16,23,14,31,20,12,3,18,16,85,LOSS
MIAMI HEAT,240,33,85,12,31,12,18,10,34,17,8,8,8,21,90,WIN
MEMPHIS GRIZZLIES,240,29,82,4,19,19,23,16,35,14,3,14,17,16,81,LOSS
TORONTO RAPTORS,240,38,82,14,32,15,19,11,27,18,3,5,9,17,105,WIN
MILWAUKEE BUCKS,240,40,79,12,29,7,12,7,31,26,4,2,11,19,99,LOSS
CHARLOTTE HORNETS,265,43,93,8,29,17,27,10,36,25,6,4,13,14,111,LOSS
NEW YORK KNICKS,265,45,97,11,28,12,13,13,42,26,9,8,16,21,113,WIN
WASHINGTON WIZARDS,240,40,88,6,29,8,10,7,30,26,10,4,11,17,94,WIN
ORLANDO MAGIC,240,35,80,7,23,14,20,14,35,18,5,7,19,16,91,LOSS
CHICAGO BULLS,240,40,90,6,21,19,26,11,40,24,10,5,12,17,105,WIN
PHILADELPHIA 76ERS,240,31,78,9,22,18,22,8,40,18,7,8,19,21,89,LOSS
MINNESOTA TIMBERWOLVES,240,34,85,7,22,23,25,11,28,16,15,8,17,27,98,WIN
PHOENIX SUNS,240,32,79,6,26,15,21,12,36,17,11,6,25,26,85,LOSS
NEW ORLEANS PELICANS,240,36,76,13,23,19,29,2,32,20,3,8,14,14,104,LOSS
PORTLAND TRAIL BLAZERS,240,47,100,12,32,13,17,12,40,30,7,5,11,20,119,WIN
HOUSTON ROCKETS,240,40,85,21,50,16,20,8,34,27,8,2,14,19,117,WIN
SACRAMENTO KINGS,240,39,80,9,32,17,21,4,33,24,7,6,14,18,104,LOSS
ATLANTA HAWKS,240,26,83,8,25,8,12,6,34,11,8,4,14,16,68,LOSS
UTAH JAZZ,240,35,80,10,34,15,18,9,46,17,9,9,16,16,95,WIN
