team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
DETROIT PISTONS,240,40,86,13,34,14,21,10,39,23,4,10,14,26,107,LOSS
CHARLOTTE HORNETS,240,35,85,9,28,29,37,6,36,21,7,5,7,17,108,WIN
NEW YORK KNICKS,240,41,94,11,27,13,14,9,34,21,7,7,12,18,106,LOSS
CLEVELAND CAVALIERS,240,43,91,10,34,17,21,12,39,19,7,4,12,18,113,WIN
ATLANTA HAWKS,240,43,93,11,33,10,14,16,28,21,7,2,21,30,107,LOSS
DALLAS MAVERICKS,240,35,75,12,34,32,43,4,32,22,13,5,14,16,114,WIN
TORONTO RAPTORS,240,44,91,9,28,16,19,10,38,27,12,3,11,17,113,WIN
GOLDEN STATE WARRIORS,240,39,82,6,26,9,13,5,35,28,5,11,19,18,93,LOSS
MILWAUKEE BUCKS,240,38,91,11,43,10,15,9,34,22,6,6,12,18,97,LOSS
INDIANA PACERS,240,43,91,12,30,15,20,14,40,31,7,4,16,13,113,WIN
PORTLAND TRAIL BLAZERS,240,32,87,6,22,13,16,4,40,15,11,9,14,19,83,LOSS
MEMPHIS GRIZZLIES,240,34,82,8,24,16,24,9,42,19,9,10,12,22,92,WIN
OKLAHOMA CITY THUNDER,240,42,87,13,43,17,27,9,30,23,10,6,18,27,114,LOSS
NEW ORLEANS PELICANS,240,45,97,4,18,24,30,17,39,29,14,3,17,27,118,WIN
BROOKLYN NETS,240,38,74,14,28,37,43,7,30,20,10,1,16,23,127,WIN
PHILADELPHIA 76ERS,240,50,91,12,28,12,16,10,27,31,11,3,17,30,124,LOSS
MINNESOTA TIMBERWOLVES,240,50,93,9,22,21,27,12,27,30,4,4,11,24,130,LOSS
SACRAMENTO KINGS,240,50,86,19,38,22,32,9,29,34,3,6,10,21,141,WIN
MIAMI HEAT,240,29,77,12,33,14,24,2,28,16,10,2,13,22,84,LOSS
UTAH JAZZ,240,40,76,16,32,15,21,7,45,29,6,4,17,19,111,WIN
BOSTON CELTICS,265,47,104,11,38,25,25,14,36,20,6,2,13,19,130,WIN
WASHINGTON WIZARDS,265,46,91,12,33,21,29,8,33,25,7,4,15,27,125,LOSS
