team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MINNESOTA TIMBERWOLVES,240,44,88,7,20,12,15,16,29,30,9,7,11,18,107,WIN
BROOKLYN NETS,240,35,73,13,23,13,18,8,21,24,7,4,13,17,96,LOSS
PORTLAND TRAIL BLAZERS,240,36,93,5,22,14,18,23,25,13,5,3,13,13,91,LOSS
DALLAS MAVERICKS,240,48,78,10,20,8,13,2,35,29,12,5,9,15,114,WIN
CLEVELAND CAVALIERS,240,40,92,14,29,14,22,18,25,24,12,2,17,18,108,WIN
LOS ANGELES CLIPPERS,240,39,74,9,25,14,16,9,29,23,7,13,25,24,101,LOSS
UTAH JAZZ,240,40,90,5,15,9,13,11,31,20,8,8,14,22,94,LOSS
MEMPHIS GRIZZLIES,240,38,91,5,14,22,25,14,37,21,9,10,11,17,103,WIN
PHOENIX SUNS,240,35,88,7,21,22,29,10,28,22,11,7,11,19,99,LOSS
MIAMI HEAT,240,47,86,15,26,15,19,7,42,33,7,4,15,22,124,WIN
NEW YORK KNICKS,240,39,84,13,32,19,19,9,35,24,7,5,7,17,110,WIN
PHILADELPHIA 76ERS,240,29,86,8,22,22,26,19,35,19,3,2,13,19,88,LOSS
GOLDEN STATE WARRIORS,240,31,78,6,21,24,28,7,31,21,5,2,13,17,92,LOSS
SACRAMENTO KINGS,240,37,81,4,19,16,23,10,33,13,7,5,13,25,94,WIN
INDIANA PACERS,240,27,79,6,20,19,22,17,31,11,3,7,19,17,79,LOSS
SAN ANTONIO SPURS,240,41,87,8,18,11,13,11,34,25,11,2,8,17,101,WIN
