team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MILWAUKEE BUCKS,240,46,91,11,28,9,13,6,50,29,9,8,18,13,112,WIN
ATLANTA HAWKS,240,33,91,12,41,8,14,8,38,20,10,8,18,18,86,LOSS
CLEVELAND CAVALIERS,240,44,85,9,23,20,29,6,32,22,7,3,11,17,117,LOSS
BOSTON CELTICS,240,49,95,14,40,17,19,12,31,28,4,10,11,23,129,WIN
OKLAHOMA CITY THUNDER,265,40,89,5,31,19,31,10,39,19,8,4,14,23,104,WIN
CHARLOTTE HORNETS,265,42,101,7,39,11,18,17,37,26,8,4,15,27,102,LOSS
PHOENIX SUNS,240,35,75,7,33,19,24,11,38,22,6,1,26,21,96,LOSS
GOLDEN STATE WARRIORS,240,38,92,9,27,20,25,11,30,22,10,5,10,17,105,WIN
INDIANA PACERS,240,44,90,14,31,10,12,2,32,27,8,4,4,16,112,LOSS
MIAMI HEAT,240,40,89,16,38,17,19,14,42,29,3,2,13,12,113,WIN
PHILADELPHIA 76ERS,240,35,87,10,29,17,21,7,38,23,10,3,15,22,97,LOSS
ORLANDO MAGIC,240,37,88,10,30,14,23,10,38,26,4,5,15,21,98,WIN
