team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
DETROIT PISTONS,240,40,92,5,23,11,16,10,41,17,8,8,6,17,96,LOSS
BROOKLYN NETS,240,38,88,10,29,12,19,11,35,22,1,6,10,13,98,WIN
GOLDEN STATE WARRIORS,240,43,78,13,30,13,16,4,42,34,10,2,16,20,112,WIN
DALLAS MAVERICKS,240,33,92,11,34,10,12,13,26,24,8,2,11,14,87,LOSS
LOS ANGELES CLIPPERS,240,45,84,15,33,28,32,13,35,23,4,4,15,21,133,WIN
LOS ANGELES LAKERS,240,43,92,6,20,17,27,14,27,23,8,3,8,22,109,LOSS
PHOENIX SUNS,240,36,82,4,16,21,29,10,31,14,5,5,24,23,97,LOSS
MIAMI HEAT,240,42,96,11,27,17,23,17,32,17,13,5,14,25,112,WIN
SAN ANTONIO SPURS,240,37,77,8,24,18,22,9,24,22,12,5,15,19,100,WIN
MINNESOTA TIMBERWOLVES,240,32,72,7,15,22,25,12,27,20,10,2,23,24,93,LOSS
MEMPHIS GRIZZLIES,240,32,79,9,35,9,13,4,37,17,7,3,15,20,82,LOSS
NEW ORLEANS PELICANS,240,35,88,9,29,16,19,12,39,16,8,3,12,17,95,WIN
MILWAUKEE BUCKS,240,38,90,7,16,10,12,13,36,16,8,8,13,22,93,WIN
PORTLAND TRAIL BLAZERS,240,35,83,4,21,16,26,13,36,15,8,6,14,14,90,LOSS
CHICAGO BULLS,265,42,90,14,37,22,27,9,30,25,9,10,14,24,120,LOSS
TORONTO RAPTORS,265,47,95,8,23,20,27,16,34,18,6,4,16,23,122,WIN
