team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
DALLAS MAVERICKS,240,39,82,6,13,14,16,10,30,27,5,2,13,11,98,WIN
ATLANTA HAWKS,240,39,81,7,25,8,10,7,30,28,8,5,12,17,93,LOSS
PHOENIX SUNS,240,34,74,5,21,32,39,7,27,19,6,5,13,22,105,LOSS
CHARLOTTE BOBCATS,240,50,87,9,19,14,19,8,33,37,6,6,14,27,123,WIN
NEW JERSEY NETS,240,36,89,6,19,25,31,13,32,16,5,3,6,23,103,LOSS
DENVER NUGGETS,240,38,80,7,13,24,32,9,33,24,3,3,7,20,107,WIN
ORLANDO MAGIC,240,31,69,9,21,19,28,5,37,14,6,5,16,17,90,WIN
INDIANA PACERS,240,35,89,5,27,11,19,16,35,16,9,5,13,24,86,LOSS
NEW YORK KNICKS,240,35,76,11,24,43,51,11,21,22,13,6,11,26,124,WIN
LOS ANGELES CLIPPERS,240,43,79,7,15,22,29,8,30,23,7,6,18,29,115,LOSS
MIAMI HEAT,240,38,79,10,22,9,12,6,26,20,6,1,6,22,95,LOSS
MEMPHIS GRIZZLIES,240,38,80,1,11,20,27,14,33,17,2,5,12,15,97,WIN
OKLAHOMA CITY THUNDER,240,27,73,8,14,20,25,7,36,16,9,3,14,24,82,WIN
MILWAUKEE BUCKS,240,29,78,3,18,20,27,13,37,11,7,5,15,24,81,LOSS
UTAH JAZZ,240,36,75,10,19,21,21,6,32,26,10,6,18,21,103,WIN
PORTLAND TRAIL BLAZERS,240,35,92,4,22,20,22,24,24,16,11,5,18,20,94,LOSS
CLEVELAND CAVALIERS,240,38,80,5,10,11,18,9,29,18,5,6,16,17,92,LOSS
SAN ANTONIO SPURS,240,43,81,12,25,18,22,6,32,32,10,5,9,14,116,WIN
