team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
GOLDEN STATE WARRIORS,240,38,89,11,27,13,18,11,33,19,4,7,12,26,100,LOSS
INDIANA PACERS,240,37,87,3,16,32,36,11,35,17,7,6,9,20,109,WIN
SAN ANTONIO SPURS,240,34,77,8,26,17,23,14,25,17,6,4,21,20,93,LOSS
MEMPHIS GRIZZLIES,240,47,89,0,5,15,16,16,26,23,11,7,12,17,109,WIN
DETROIT PISTONS,240,36,89,4,16,14,20,17,29,18,7,4,14,21,90,LOSS
MILWAUKEE BUCKS,240,35,83,9,23,13,23,17,33,15,7,8,15,17,92,WIN
LOS ANGELES LAKERS,240,30,80,5,15,25,27,18,35,12,6,2,16,17,90,WIN
MINNESOTA TIMBERWOLVES,240,31,78,4,16,13,16,10,29,18,9,3,12,22,79,LOSS
NEW YORK KNICKS,240,32,86,7,30,39,47,11,27,15,9,2,8,29,110,LOSS
ORLANDO MAGIC,240,36,69,8,18,36,50,8,37,15,2,6,15,27,116,WIN
DALLAS MAVERICKS,240,41,77,6,18,13,24,5,38,26,5,2,15,16,101,WIN
PHILADELPHIA 76ERS,240,36,81,7,19,14,24,7,29,20,8,0,12,22,93,LOSS
HOUSTON ROCKETS,240,44,76,8,22,7,11,4,32,27,7,2,12,20,103,WIN
PORTLAND TRAIL BLAZERS,240,32,74,7,16,16,20,9,24,20,5,1,15,16,87,LOSS
NEW ORLEANS HORNETS,240,36,82,6,13,12,15,7,29,17,3,3,11,22,90,LOSS
TORONTO RAPTORS,240,39,79,4,10,14,15,6,32,29,3,11,10,17,96,WIN
