team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
LOS ANGELES LAKERS,240,48,90,9,22,18,20,11,31,24,11,9,15,25,123,WIN
ATLANTA HAWKS,240,41,85,11,32,23,29,10,27,30,10,1,18,19,116,LOSS
CHICAGO BULLS,240,35,81,7,20,23,31,15,34,21,7,7,19,19,100,LOSS
BOSTON CELTICS,240,41,87,14,32,11,17,10,29,28,10,4,12,24,107,WIN
DETROIT PISTONS,240,37,88,9,25,18,21,10,28,21,11,6,13,18,101,LOSS
BROOKLYN NETS,240,41,76,13,27,14,17,5,40,27,10,3,19,23,109,WIN
PHILADELPHIA 76ERS,240,34,86,12,38,13,15,8,29,23,8,2,17,24,93,LOSS
CHARLOTTE HORNETS,240,39,79,13,34,18,26,9,35,25,8,3,15,17,109,WIN
OKLAHOMA CITY THUNDER,240,34,84,5,20,12,20,10,42,14,8,4,21,24,85,WIN
LOS ANGELES CLIPPERS,240,34,87,7,22,8,18,8,33,22,13,5,17,19,83,LOSS
NEW ORLEANS PELICANS,265,30,81,11,34,12,16,5,38,17,8,9,21,26,83,LOSS
MEMPHIS GRIZZLIES,265,33,94,8,27,15,20,13,39,20,12,5,17,22,89,WIN
HOUSTON ROCKETS,240,42,89,15,40,19,27,19,35,25,12,8,19,21,118,WIN
NEW YORK KNICKS,240,37,85,8,20,17,25,7,27,18,10,6,16,22,99,LOSS
PORTLAND TRAIL BLAZERS,265,42,101,12,33,19,21,10,43,25,8,8,14,23,115,LOSS
PHOENIX SUNS,265,44,103,5,16,25,30,14,45,15,10,5,12,20,118,WIN
DALLAS MAVERICKS,240,33,77,7,26,8,10,6,30,18,4,4,12,20,81,LOSS
UTAH JAZZ,240,35,77,12,25,15,26,7,34,18,6,3,12,21,97,WIN
TORONTO RAPTORS,240,43,77,10,25,17,25,4,27,21,16,2,13,24,113,WIN
WASHINGTON WIZARDS,240,42,72,3,10,16,24,6,30,21,8,5,20,20,103,LOSS
